product,quantity,revenue,gross_margin,row_count,active_months,rank,revenue_share,cumulative_revenue_share,abc_class,model_code,model_version,review_status
FREDTOR 40MG,89.0,15345.0,28241.0,5,4,993,8.9e-05,0.95376,C,ABC_PARETO,sales_only_v1,draft
HAEMOREX 500MG,39.0,15315.0,57142.0,13,10,994,8.9e-05,0.953848,C,ABC_PARETO,sales_only_v1,draft
ROVASU10,85.0,15300.0,24253.5,11,6,995,8.8e-05,0.953937,C,ABC_PARETO,sales_only_v1,draft
NEBULIZER KIT ADULT (AIRLIFE),170.0,15300.0,5100.0,6,3,996,8.8e-05,0.954025,C,ABC_PARETO,sales_only_v1,draft
FERRICORE 325MG,230.0,15248.5,62611.5,9,8,997,8.8e-05,0.954113,C,ABC_PARETO,sales_only_v1,draft
ZINLUM 60ML,761.0,15220.0,53406.5,7,5,998,8.8e-05,0.954201,C,ABC_PARETO,sales_only_v1,draft
SAFEGUARD 130G,413.0,15206.66,6543.34,2,2,999,8.8e-05,0.954289,C,ABC_PARETO,sales_only_v1,draft
METZ SCISSOR CURVED SIZE 8'' (OLTEN),27.0,15174.0,12926.0,2,2,1000,8.8e-05,0.954377,C,ABC_PARETO,sales_only_v1,draft
TERAZIDINE 35MG,50.0,15150.0,15150.0,1,1,1001,8.8e-05,0.954465,C,ABC_PARETO,sales_only_v1,draft
BICARBISAPH 84MG/ML 20ML,1.8,15120.0,14684.4,3,3,1002,8.7e-05,0.954552,C,ABC_PARETO,sales_only_v1,draft
GIAN-ZINC 120ML,168.0,15120.0,24228.0,15,11,1003,8.7e-05,0.954639,C,ABC_PARETO,sales_only_v1,draft
BAYGON - MULTI INSECT KILLER 465G,53.0,15068.2,15486.36,2,2,1004,8.7e-05,0.954726,C,ABC_PARETO,sales_only_v1,draft
VOXOLL 15MG/5ML SYR,532.0,15022.0,30172.0,40,18,1005,8.7e-05,0.954813,C,ABC_PARETO,sales_only_v1,draft
OPTHALMOSCOPE - WELCH ALLYN,1.0,15000.0,48856.0,1,1,1006,8.7e-05,0.9549,C,ABC_PARETO,sales_only_v1,draft
DOPNAX 40MG/ML 5ML,60.0,15000.0,20700.0,3,3,1007,8.7e-05,0.954987,C,ABC_PARETO,sales_only_v1,draft
OTOSCOPE - WELCH ALLYN,1.0,15000.0,3005.0,1,1,1008,8.7e-05,0.955073,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G.26 100'S-ORMED,100.0,15000.0,15400.0,2,1,1009,8.7e-05,0.95516,C,ABC_PARETO,sales_only_v1,draft
METOCLOSIL 5MG/ML (10MG/2ML),250.0,15000.0,24085.0,2,1,1010,8.7e-05,0.955247,C,ABC_PARETO,sales_only_v1,draft
MAXI-AID POVIDONE-IODINE 10%,17.0,14960.0,7480.0,2,1,1011,8.6e-05,0.955333,C,ABC_PARETO,sales_only_v1,draft
LIQUID HAND SOAP - FLORAL PINK,203.0,14920.5,13433.5,4,4,1012,8.6e-05,0.955419,C,ABC_PARETO,sales_only_v1,draft
GLOVES(S) 7.0 HEXACARE,20.0,14800.0,15160.0,1,1,1013,8.6e-05,0.955505,C,ABC_PARETO,sales_only_v1,draft
NEEDLE HOLDER SIZE 6'' (OLTEN),40.0,14800.0,36000.0,2,2,1014,8.6e-05,0.955591,C,ABC_PARETO,sales_only_v1,draft
GLOVES MEDIUM LATEX NONSTERILE (FITONE),70.0,14700.0,2590.0,1,1,1015,8.5e-05,0.955675,C,ABC_PARETO,sales_only_v1,draft
SILVERDEX 10MG,272.0,14688.0,35446.0,7,7,1016,8.5e-05,0.95576,C,ABC_PARETO,sales_only_v1,draft
SUSTACHLOR 125MG/5ML,309.0,14677.5,39316.87,13,10,1017,8.5e-05,0.955845,C,ABC_PARETO,sales_only_v1,draft
WHITE FLOWER,48.0,14640.0,8880.0,3,3,1018,8.5e-05,0.95593,C,ABC_PARETO,sales_only_v1,draft
FACEMASK (INDOPLAS),290.0,14500.0,10935.0,3,3,1019,8.4e-05,0.956014,C,ABC_PARETO,sales_only_v1,draft
CORSIN-600 150MG/ML (600MG/4ML) 4ML,170.0,14450.0,35155.0,8,6,1020,8.4e-05,0.956097,C,ABC_PARETO,sales_only_v1,draft
ESSPRIN PEDIA 20ML,67.0,14405.0,14405.0,6,5,1021,8.3e-05,0.95618,C,ABC_PARETO,sales_only_v1,draft
CHROMIC 2.0 DOUBLE ARM,48.0,14400.0,99450.0,3,2,1022,8.3e-05,0.956264,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G.24 100'S-SIMPLEX,80.0,14400.0,12320.0,2,1,1023,8.3e-05,0.956347,C,ABC_PARETO,sales_only_v1,draft
BROADMETZ 500MG CAP,45.0,14355.0,31685.0,16,10,1024,8.3e-05,0.95643,C,ABC_PARETO,sales_only_v1,draft
MAYOR 40MG,51.0,14280.0,53770.0,12,8,1025,8.3e-05,0.956512,C,ABC_PARETO,sales_only_v1,draft
PRIMENOFAST 200MG,50.0,14250.0,55750.0,2,1,1026,8.2e-05,0.956595,C,ABC_PARETO,sales_only_v1,draft
TOOTHBRUSH COLGATE ADULT,1200.0,14172.0,39790.44,1,1,1027,8.2e-05,0.956677,C,ABC_PARETO,sales_only_v1,draft
FLUCYSTEINE 200MG,177.0,14159.71,56415.72,10,6,1028,8.2e-05,0.956758,C,ABC_PARETO,sales_only_v1,draft
APTRADOL 50MG,41.0,14145.0,17743.4,13,9,1029,8.2e-05,0.95684,C,ABC_PARETO,sales_only_v1,draft
ENERGEL SOFTGEL,25.0,14128.25,26671.75,4,2,1030,8.2e-05,0.956922,C,ABC_PARETO,sales_only_v1,draft
INSUGET 30/70 (30IU/70IU/ML) 10ML,25.0,14125.0,12260.0,2,2,1031,8.2e-05,0.957004,C,ABC_PARETO,sales_only_v1,draft
APREZAL 20MG/ML,10.0,14084.34,24915.66,5,5,1032,8.1e-05,0.957085,C,ABC_PARETO,sales_only_v1,draft
CO-AMOXISAPH 125 MG/31.25MG PER 5ML,206.0,14008.0,58301.0,3,3,1033,8.1e-05,0.957166,C,ABC_PARETO,sales_only_v1,draft
BIOHAZARD NEEDLE CONTAINER,40.0,14000.0,4000.0,1,1,1034,8.1e-05,0.957247,C,ABC_PARETO,sales_only_v1,draft
ONE STEP/RAPID SCREENING TEST - VDRL,200.0,14000.0,5800.0,1,1,1035,8.1e-05,0.957328,C,ABC_PARETO,sales_only_v1,draft
PITANIC,100.0,14000.0,113006.0,1,1,1036,8.1e-05,0.957409,C,ABC_PARETO,sales_only_v1,draft
HEPARIN CAP VIOLET NEEDLESS (ORMED),4.0,14000.0,14250.0,3,3,1037,8.1e-05,0.95749,C,ABC_PARETO,sales_only_v1,draft
DINOSED 250MCG/ML (500MCG/2ML),33.33,14000.0,49000.0,1,1,1038,8.1e-05,0.95757,C,ABC_PARETO,sales_only_v1,draft
AEROX 500MG TAB,150.0,13950.0,32535.0,1,1,1039,8.1e-05,0.957651,C,ABC_PARETO,sales_only_v1,draft
DOMPY,348.0,13920.0,30104.0,6,6,1040,8e-05,0.957732,C,ABC_PARETO,sales_only_v1,draft
LIFERZIN 250MG IV,80.0,13920.0,41830.0,6,4,1041,8e-05,0.957812,C,ABC_PARETO,sales_only_v1,draft
VEST,24.0,13920.0,2016.0,1,1,1042,8e-05,0.957892,C,ABC_PARETO,sales_only_v1,draft
5% DEXTROSE 0.3% SODIUM CHLORIDE,240.0,13920.0,2640.0,1,1,1043,8e-05,0.957973,C,ABC_PARETO,sales_only_v1,draft
ACCELAC 3.35G/5ML,110.0,13915.0,16130.0,8,6,1044,8e-05,0.958053,C,ABC_PARETO,sales_only_v1,draft
AMOLTEX 2MG/5ML SYR,553.0,13825.0,13825.0,1,1,1045,8e-05,0.958133,C,ABC_PARETO,sales_only_v1,draft
AMECIRON 60MG,200.0,13800.0,4120.0,2,2,1046,8e-05,0.958213,C,ABC_PARETO,sales_only_v1,draft
SHARJVAX 1500IU/0.7ML,12.0,13800.0,11400.0,2,2,1047,8e-05,0.958293,C,ABC_PARETO,sales_only_v1,draft
VOLUMETRIC SOLUTION INFUSION SET 120ML (SURGITECH),125.0,13750.0,23250.0,1,1,1048,7.9e-05,0.958372,C,ABC_PARETO,sales_only_v1,draft
OXYGEN CANNULA ADULT HEXACARE,620.0,13640.0,32430.0,2,2,1049,7.9e-05,0.958451,C,ABC_PARETO,sales_only_v1,draft
BP MANUAL W/CHILD & ADULT CUFF,2.0,13600.0,1400.0,1,1,1050,7.9e-05,0.95853,C,ABC_PARETO,sales_only_v1,draft
MEGACLAV 250MG,113.0,13560.0,23527.0,4,4,1051,7.8e-05,0.958608,C,ABC_PARETO,sales_only_v1,draft
OPIGESIC 250MG,20.0,13560.0,8640.0,1,1,1052,7.8e-05,0.958686,C,ABC_PARETO,sales_only_v1,draft
CAPXIBB-400 400MG,100.0,13500.0,76100.0,1,1,1053,7.8e-05,0.958764,C,ABC_PARETO,sales_only_v1,draft
SHARP SI-210 ANESTHESIA MACHINE REPAIR,1.0,13500.0,4500.0,1,1,1054,7.8e-05,0.958842,C,ABC_PARETO,sales_only_v1,draft
RIGHTSIGN VDRL KIT,300.0,13500.0,16485.0,1,1,1055,7.8e-05,0.95892,C,ABC_PARETO,sales_only_v1,draft
JACKSON PRATT 100ML (CARDINAL HEALTH),10.0,13500.0,5500.0,1,1,1056,7.8e-05,0.958998,C,ABC_PARETO,sales_only_v1,draft
CLINDAGOLD 300MG,35.0,13475.0,51900.0,2,2,1057,7.8e-05,0.959076,C,ABC_PARETO,sales_only_v1,draft
PROMEP 40MG,336.0,13440.0,184140.0,2,2,1058,7.8e-05,0.959154,C,ABC_PARETO,sales_only_v1,draft
AMLOSAPH-10 10MG,480.0,13440.0,361920.0,2,2,1059,7.8e-05,0.959232,C,ABC_PARETO,sales_only_v1,draft
COTTON ROLL 400G - SUREGUARD,80.0,13440.0,10609.0,6,5,1060,7.8e-05,0.959309,C,ABC_PARETO,sales_only_v1,draft
BLADDER RETRACTOR/BALFOUR CENTRAL BLADE SIZE 45X80MM,8.0,13432.0,13408.0,1,1,1061,7.8e-05,0.959387,C,ABC_PARETO,sales_only_v1,draft
DRY CELL AA RECHARGEABLE EVEREADY,15.0,13425.0,4970.0,2,1,1062,7.8e-05,0.959465,C,ABC_PARETO,sales_only_v1,draft
SCHEEPRIL 5MG TAB,51.0,13413.0,9497.0,6,4,1063,7.8e-05,0.959542,C,ABC_PARETO,sales_only_v1,draft
CLOXASAPH - 250,509.0,13404.0,20004.7,6,5,1064,7.7e-05,0.95962,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE WITHOUT NEEDLE 30CC/ML (TERUMO),21.0,13400.0,16720.0,5,3,1065,7.7e-05,0.959697,C,ABC_PARETO,sales_only_v1,draft
HEAXACARE SURGICAL GLOVES (S) 7.0,15.0,13350.0,6900.0,1,1,1066,7.7e-05,0.959774,C,ABC_PARETO,sales_only_v1,draft
SURE GUARD LATEX SURGICAL GLOVES 7.5,15.0,13350.0,6900.0,1,1,1067,7.7e-05,0.959851,C,ABC_PARETO,sales_only_v1,draft
ACETYPHIL-600 600MG,129.0,13287.0,12098.0,6,6,1068,7.7e-05,0.959928,C,ABC_PARETO,sales_only_v1,draft
KALIGEN 750MG,12.0,13280.8,33409.2,3,3,1069,7.7e-05,0.960005,C,ABC_PARETO,sales_only_v1,draft
MECID 500MG CAP,151.0,13277.0,10737.0,10,7,1070,7.7e-05,0.960082,C,ABC_PARETO,sales_only_v1,draft
COTTON ROLL 400G - UNIMEX,88.0,13200.0,9400.0,5,5,1071,7.6e-05,0.960158,C,ABC_PARETO,sales_only_v1,draft
EPPITREXIL 500MG,94.0,13160.0,9776.0,1,1,1072,7.6e-05,0.960234,C,ABC_PARETO,sales_only_v1,draft
CLOPINOVA 75MG,150.0,13105.0,9995.0,10,5,1073,7.6e-05,0.96031,C,ABC_PARETO,sales_only_v1,draft
CLOPEGEN 75MG,133.0,13034.0,185496.75,6,6,1074,7.5e-05,0.960385,C,ABC_PARETO,sales_only_v1,draft
DEXTROSE PLAIN 0.9% SODIUM CHLORIDE PNSS 1000ML (EUROMED),180.0,13032.0,19188.0,5,4,1075,7.5e-05,0.96046,C,ABC_PARETO,sales_only_v1,draft
CLINDOLLEN 150MG/ML (300MG/2ML) 2ML,20.0,12980.0,38320.0,1,1,1076,7.5e-05,0.960535,C,ABC_PARETO,sales_only_v1,draft
FUJI FILM 11X14,4.0,12960.0,760.0,2,2,1077,7.5e-05,0.96061,C,ABC_PARETO,sales_only_v1,draft
MAYO SCISSOR SLIM STRAIGHT SIZE 8'' (OLTEN),25.0,12950.0,12950.0,1,1,1078,7.5e-05,0.960685,C,ABC_PARETO,sales_only_v1,draft
BOBCOC 7 1/2'' (OLTEN),26.0,12948.0,8912.0,3,2,1079,7.5e-05,0.96076,C,ABC_PARETO,sales_only_v1,draft
CLOPINOVA,132.0,12936.0,164474.0,9,4,1080,7.5e-05,0.960835,C,ABC_PARETO,sales_only_v1,draft
OSCIVIT CALCIUM TABLET,60.0,12900.0,12009.13,1,1,1081,7.5e-05,0.960909,C,ABC_PARETO,sales_only_v1,draft
KODAK MEDICAL XRAY FILM GEN PURPOSE 14/17 - EUROMED,3.0,12900.0,7869.0,1,1,1082,7.5e-05,0.960984,C,ABC_PARETO,sales_only_v1,draft
ASCORSAPH-ZEE 500MG/10MG,100.0,12900.0,21500.0,1,1,1083,7.5e-05,0.961058,C,ABC_PARETO,sales_only_v1,draft
MYDOXY,103.0,12868.0,78307.0,3,3,1084,7.4e-05,0.961133,C,ABC_PARETO,sales_only_v1,draft
EDIXIN 500MG,50.0,12850.0,9150.0,1,1,1085,7.4e-05,0.961207,C,ABC_PARETO,sales_only_v1,draft
DEXTROSE 5% IN LACTATED RINGERS D5LR 1000ML (EUROMED),186.0,12834.0,17980.74,6,5,1086,7.4e-05,0.961281,C,ABC_PARETO,sales_only_v1,draft
NITRILE EXAMINATION GLOVES SMALL,64.0,12800.0,8425.0,2,2,1087,7.4e-05,0.961355,C,ABC_PARETO,sales_only_v1,draft
IV CANNULA G.18 - INTROCAN,16.0,12800.0,37550.0,3,2,1088,7.4e-05,0.961429,C,ABC_PARETO,sales_only_v1,draft
MEDICAL OXYGEN 50 POUNDS - REFILL,16.0,12800.0,-9600.0,1,1,1089,7.4e-05,0.961503,C,ABC_PARETO,sales_only_v1,draft
SAPHENYTOIN 50MG/ML 2ML,20.0,12780.0,22645.0,1,1,1090,7.4e-05,0.961577,C,ABC_PARETO,sales_only_v1,draft
RANZOLE 40MG,38.0,12750.0,58868.75,13,9,1091,7.4e-05,0.961651,C,ABC_PARETO,sales_only_v1,draft
"IV CANNULA WINGED G.24X 1"" INTROCAN SAFETY (B BRAUN)",3.0,12750.0,8250.0,2,1,1092,7.4e-05,0.961724,C,ABC_PARETO,sales_only_v1,draft
KIDNEY BASIN STAINLESS STEEL 7'' (OLTEN),45.0,12735.0,12735.0,1,1,1093,7.4e-05,0.961798,C,ABC_PARETO,sales_only_v1,draft
HEXACARE SURGICAL GLOVES (S) 6.5,17.0,12682.0,9618.0,2,2,1094,7.3e-05,0.961871,C,ABC_PARETO,sales_only_v1,draft
ANTI HUMAN GLOBULIN 10ML,12.0,12660.0,2916.0,1,1,1095,7.3e-05,0.961945,C,ABC_PARETO,sales_only_v1,draft
XURIC 40-40MG,110.0,12650.0,136677.0,13,10,1096,7.3e-05,0.962018,C,ABC_PARETO,sales_only_v1,draft
NASAL OXYGEN CANNULA (PEDIA) - SURGITECH,505.0,12625.0,6805.0,3,2,1097,7.3e-05,0.962091,C,ABC_PARETO,sales_only_v1,draft
AMINOSOL 25MG/ML (250MG/10ML) 10ML,125.0,12605.0,68681.7,30,15,1098,7.3e-05,0.962163,C,ABC_PARETO,sales_only_v1,draft
DRUGMAKER GUAIFENESIN 100MG CAP,50.0,12500.0,10750.0,1,1,1099,7.2e-05,0.962236,C,ABC_PARETO,sales_only_v1,draft
OFPLEMED 300MG/5ML SYR,250.0,12500.0,19500.0,2,2,1100,7.2e-05,0.962308,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE WITH NEEDLE 25GX5/8 1CC/ML SUREGUARD,50.0,12500.0,42500.0,1,1,1101,7.2e-05,0.96238,C,ABC_PARETO,sales_only_v1,draft
LOCETIN 5MG,48.0,12480.0,120420.0,18,14,1102,7.2e-05,0.962452,C,ABC_PARETO,sales_only_v1,draft
ALLIS SIZE 6'' OLTEN,30.0,12420.0,12180.0,1,1,1103,7.2e-05,0.962524,C,ABC_PARETO,sales_only_v1,draft
BUZZLE DIGITAL THERMOMETER,154.0,12320.0,5896.0,4,3,1104,7.1e-05,0.962595,C,ABC_PARETO,sales_only_v1,draft
VONWELT PREDNISONE 10MG,152.0,12312.0,13528.0,2,2,1105,7.1e-05,0.962666,C,ABC_PARETO,sales_only_v1,draft
FOLLEY CATHETER FR 16 (NO BRAND),410.0,12300.0,17700.0,2,2,1106,7.1e-05,0.962738,C,ABC_PARETO,sales_only_v1,draft
OXYGEN MASK ADULT PARTNERS,300.0,12300.0,7950.0,1,1,1107,7.1e-05,0.962809,C,ABC_PARETO,sales_only_v1,draft
NEBULIZING KIT WITH MASK HEXACARE,300.0,12300.0,23700.0,1,1,1108,7.1e-05,0.96288,C,ABC_PARETO,sales_only_v1,draft
FINAPROS 5MG,21.0,12290.0,119210.0,2,2,1109,7.1e-05,0.962951,C,ABC_PARETO,sales_only_v1,draft
SAPHLOPID 75MG,93.8,12220.4,94477.02,21,13,1110,7.1e-05,0.963021,C,ABC_PARETO,sales_only_v1,draft
POTASSIUM CHLORIDE - EUROMED 20ML,255.0,12185.0,3075.0,3,3,1111,7e-05,0.963092,C,ABC_PARETO,sales_only_v1,draft
FORTIS VITAMIN BCOMPLEX 100MG/5MG/50MCG,260.0,12155.0,69195.0,4,4,1112,7e-05,0.963162,C,ABC_PARETO,sales_only_v1,draft
MIXCLAV 250MG,103.0,12143.28,13760.12,6,4,1113,7e-05,0.963232,C,ABC_PARETO,sales_only_v1,draft
STERILE SURGICAL GLOVES PAIRS/BOX SIZE 7.0 HEXACARE,15.0,12105.0,28340.0,3,1,1114,7e-05,0.963302,C,ABC_PARETO,sales_only_v1,draft
DIACEF 100MG,813.0,12102.0,27324.1,7,6,1115,7e-05,0.963372,C,ABC_PARETO,sales_only_v1,draft
SYLVITE 2MEQ/ML 20ML,86.0,12040.0,27980.0,6,5,1116,7e-05,0.963442,C,ABC_PARETO,sales_only_v1,draft
HYCLENS GARGLE 0.12% 60ML,185.0,12025.0,18142.4,17,9,1117,7e-05,0.963511,C,ABC_PARETO,sales_only_v1,draft
AZIMIN 500MG,375.66,12021.12,105380.13,4,4,1118,6.9e-05,0.963581,C,ABC_PARETO,sales_only_v1,draft
UNDERPAD YOSHI 600*900MM,100.0,12000.0,3000.0,1,1,1119,6.9e-05,0.96365,C,ABC_PARETO,sales_only_v1,draft
INFRARED THERMOMETER,50.0,12000.0,17975.0,1,1,1120,6.9e-05,0.963719,C,ABC_PARETO,sales_only_v1,draft
STETHOSCOPE - ADULT,12.0,12000.0,2674.0,3,3,1121,6.9e-05,0.963789,C,ABC_PARETO,sales_only_v1,draft
GLOVES VINYL - SUREGUARD (MEDIUM),80.0,12000.0,16200.0,2,1,1122,6.9e-05,0.963858,C,ABC_PARETO,sales_only_v1,draft
ETHYL ALCOHOL 70% 500ML (ALCORIGHT),200.0,12000.0,18200.0,1,1,1123,6.9e-05,0.963928,C,ABC_PARETO,sales_only_v1,draft
NEBULIZER KIT WITH MASK PEDIA (TOPCARE),200.0,12000.0,8600.0,1,1,1124,6.9e-05,0.963997,C,ABC_PARETO,sales_only_v1,draft
NEBULIZING KIT,300.0,12000.0,24000.0,1,1,1125,6.9e-05,0.964066,C,ABC_PARETO,sales_only_v1,draft
SPINAL NEEDLE G25X90MM(ORMED),3.0,12000.0,17577.0,4,1,1126,6.9e-05,0.964136,C,ABC_PARETO,sales_only_v1,draft
FETAL DOPPLER W/ COLOR LCD DISPLAY 1976-11CC (WILCARE),3.0,12000.0,5985.0,1,1,1127,6.9e-05,0.964205,C,ABC_PARETO,sales_only_v1,draft
AMBILIN 500-500MG,100.0,12000.0,37000.0,1,1,1128,6.9e-05,0.964274,C,ABC_PARETO,sales_only_v1,draft
INDUSTRIAL FAN,2.0,11996.0,18794.0,1,1,1129,6.9e-05,0.964344,C,ABC_PARETO,sales_only_v1,draft
CIXTOR-Z MAX,30.0,11940.0,11466.0,7,6,1130,6.9e-05,0.964413,C,ABC_PARETO,sales_only_v1,draft
TOLLMAN 20MG,160.0,11920.0,26400.0,2,2,1131,6.9e-05,0.964482,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (SURGITECH),850.0,11900.0,12044.5,2,2,1132,6.9e-05,0.96455,C,ABC_PARETO,sales_only_v1,draft
OXYGEN MASK WITH TUBE - SOLITAIRE (L),198.0,11880.0,12420.0,2,2,1133,6.9e-05,0.964619,C,ABC_PARETO,sales_only_v1,draft
OFPLEMED 600MG,73.0,11841.0,23028.5,12,6,1134,6.8e-05,0.964687,C,ABC_PARETO,sales_only_v1,draft
KN95 FACE MASK (BOX),121.0,11785.0,28692.32,4,4,1135,6.8e-05,0.964756,C,ABC_PARETO,sales_only_v1,draft
DIXIN 250MCG,47.0,11750.0,5506.0,10,6,1136,6.8e-05,0.964823,C,ABC_PARETO,sales_only_v1,draft
CELEKOP 200MG,90.0,11700.0,37000.0,4,2,1137,6.8e-05,0.964891,C,ABC_PARETO,sales_only_v1,draft
"SPACE SPRAY CONCENTRATE 0.1% ,6%,10% (SUMIPRO EW )",3.0,11700.0,19650.0,1,1,1138,6.8e-05,0.964959,C,ABC_PARETO,sales_only_v1,draft
MOHSIDEX 4MG/ML (8MG/2ML) 2ML,65.0,11700.0,65213.0,8,3,1139,6.8e-05,0.965026,C,ABC_PARETO,sales_only_v1,draft
GLOVES LARGE NITRILE NONSTERILE (LTN),53.0,11660.0,3073.0,4,4,1140,6.7e-05,0.965094,C,ABC_PARETO,sales_only_v1,draft
GLOVES (M) - LATEX SURE GUARD,55.0,11600.0,48360.0,6,5,1141,6.7e-05,0.965161,C,ABC_PARETO,sales_only_v1,draft
BLOOD CONNECTING TUBE LAVENDER TOP,29.0,11600.0,14577.0,2,2,1142,6.7e-05,0.965228,C,ABC_PARETO,sales_only_v1,draft
DIAMIR 30MG,167.0,11523.0,5877.0,1,1,1143,6.7e-05,0.965294,C,ABC_PARETO,sales_only_v1,draft
EROXIME 500MG,100.0,11500.0,78690.0,8,7,1144,6.6e-05,0.965361,C,ABC_PARETO,sales_only_v1,draft
DUPHASTON,42.4,11484.0,64016.0,3,3,1145,6.6e-05,0.965427,C,ABC_PARETO,sales_only_v1,draft
LEPTOSPIRA IGG/IGM RAPID TEST DEVICE,4.0,11400.0,7800.0,2,2,1146,6.6e-05,0.965493,C,ABC_PARETO,sales_only_v1,draft
MAGNESIUM SULFATE 250MG - EUROMED,200.0,11400.0,3472.0,1,1,1147,6.6e-05,0.965559,C,ABC_PARETO,sales_only_v1,draft
BIEMEFRIN 1MG/ML,6.0,11400.0,23030.0,3,2,1148,6.6e-05,0.965625,C,ABC_PARETO,sales_only_v1,draft
NATRAVOX 228.5MG/5ML,50.0,11400.0,2000.0,2,2,1149,6.6e-05,0.965691,C,ABC_PARETO,sales_only_v1,draft
DESTRIMOLE 10MG/G (1% W/W) 15G,300.0,11400.0,78600.0,1,1,1150,6.6e-05,0.965757,C,ABC_PARETO,sales_only_v1,draft
BLOOD GLUCOSE TEST STRIP (SD CHECK),12.0,11400.0,4200.0,1,1,1151,6.6e-05,0.965823,C,ABC_PARETO,sales_only_v1,draft
RAPHC ASCORBIC ACID 100MG/5MG,495.0,11385.0,21285.0,4,2,1152,6.6e-05,0.965888,C,ABC_PARETO,sales_only_v1,draft
DOPAN 40MG/ML (200MG/5ML) 5ML,46.0,11362.0,22538.0,2,2,1153,6.6e-05,0.965954,C,ABC_PARETO,sales_only_v1,draft
STOOL CUP 40ML,2270.0,11350.0,12395.0,2,2,1154,6.6e-05,0.96602,C,ABC_PARETO,sales_only_v1,draft
GOSTAT 40MG,60.0,11340.0,15660.0,2,1,1155,6.6e-05,0.966085,C,ABC_PARETO,sales_only_v1,draft
"MICROPORE 1 1/2""1530-2 3M",24.0,11280.0,9740.0,4,3,1156,6.5e-05,0.96615,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE (10CC/ML) 23GX1 LUER LOCK - DELCARE,45.0,11250.0,42130.0,4,3,1157,6.5e-05,0.966215,C,ABC_PARETO,sales_only_v1,draft
SURGICAL GLOVES STERILE 6,15.0,11250.0,9000.0,1,1,1158,6.5e-05,0.96628,C,ABC_PARETO,sales_only_v1,draft
SURGICAL GLOVES STERILE 6.5,15.0,11250.0,16050.0,1,1,1159,6.5e-05,0.966345,C,ABC_PARETO,sales_only_v1,draft
SPECIMEN/SPUTUM CAP: BLUE PLASTIC,3000.0,11250.0,17250.0,1,1,1160,6.5e-05,0.96641,C,ABC_PARETO,sales_only_v1,draft
ABHAYRAB - PURIFIED VERO CELL RABIES VACCINE,16.0,11200.0,14400.0,1,1,1161,6.5e-05,0.966475,C,ABC_PARETO,sales_only_v1,draft
DIALOX 125MG,658.0,11186.0,31599.0,4,2,1162,6.5e-05,0.96654,C,ABC_PARETO,sales_only_v1,draft
TOOTHBRUSH - COLGATE CLASSIC CHILD,1100.0,11140.0,35960.0,2,2,1163,6.4e-05,0.966604,C,ABC_PARETO,sales_only_v1,draft
KELLY CURVED 6'' OLTEN,30.0,11100.0,11100.0,1,1,1164,6.4e-05,0.966668,C,ABC_PARETO,sales_only_v1,draft
RH TYPING SERA ANTI-D,13.0,11050.0,3224.0,1,1,1165,6.4e-05,0.966732,C,ABC_PARETO,sales_only_v1,draft
LEPIXA 500-500MG,12.0,11040.0,56398.5,8,7,1166,6.4e-05,0.966796,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE INSULIN SYRINGE 1CC G29 SURE SHOT,23.0,11040.0,14899.0,2,1,1167,6.4e-05,0.96686,C,ABC_PARETO,sales_only_v1,draft
ACIURTECT DISINFECTANT SOLUTION GALLON,8.0,11009.2,11009.2,1,1,1168,6.4e-05,0.966923,C,ABC_PARETO,sales_only_v1,draft
HYFER-250 250MG/5ML,784.0,10976.0,13256.0,7,4,1169,6.3e-05,0.966987,C,ABC_PARETO,sales_only_v1,draft
FEROLEM 75MG,646.0,10900.0,10774.0,6,5,1170,6.3e-05,0.96705,C,ABC_PARETO,sales_only_v1,draft
INSUGET R 100 I.U/10ML,20.0,10900.0,3280.0,1,1,1171,6.3e-05,0.967113,C,ABC_PARETO,sales_only_v1,draft
ANTICOF SR 50MG,15.0,10875.0,5620.0,2,2,1172,6.3e-05,0.967176,C,ABC_PARETO,sales_only_v1,draft
DENGUE NS1 KIT 25'S (SD BIOSENSOR),2.0,10810.0,17540.0,1,1,1173,6.2e-05,0.967238,C,ABC_PARETO,sales_only_v1,draft
TACHYBAN 3MG/ML 2ML,9.0,10801.0,15140.25,5,5,1174,6.2e-05,0.967301,C,ABC_PARETO,sales_only_v1,draft
RICE 3KG,100.0,10800.0,8002.0,1,1,1175,6.2e-05,0.967363,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G.22 100'S-SIMPLEX,60.0,10800.0,9180.0,2,1,1176,6.2e-05,0.967425,C,ABC_PARETO,sales_only_v1,draft
NIBP CUFF ADULT FOR EDAN IM70,4.0,10800.0,11200.0,1,1,1177,6.2e-05,0.967488,C,ABC_PARETO,sales_only_v1,draft
