product,quantity,revenue,gross_margin,row_count,active_months,rank,revenue_share,cumulative_revenue_share,abc_class,model_code,model_version,review_status
DISPOSABLE NEEDLE G.25 100'S-ORMED,40.0,6000.0,6160.0,2,1,1501,3.5e-05,0.982699,C,ABC_PARETO,sales_only_v1,draft
COTTON SUTURE 2.0 (RGM),50.0,6000.0,1250.0,4,3,1502,3.5e-05,0.982734,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G19 X1/2 (ORMED),30.0,6000.0,3240.0,1,1,1503,3.5e-05,0.982768,C,ABC_PARETO,sales_only_v1,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G26 X 3/4 (CATHY),5.0,6000.0,9000.0,1,1,1504,3.5e-05,0.982803,C,ABC_PARETO,sales_only_v1,draft
AMZELLIN 250-250MG,50.0,6000.0,18000.0,1,1,1505,3.5e-05,0.982838,C,ABC_PARETO,sales_only_v1,draft
ALLERJEC 2.5MG/ML,331.0,5958.0,6642.5,6,3,1506,3.4e-05,0.982872,C,ABC_PARETO,sales_only_v1,draft
UMBILICAL CORD CLAMP - UROGUARD,17.0,5950.0,21975.5,3,3,1507,3.4e-05,0.982907,C,ABC_PARETO,sales_only_v1,draft
CYFROX 500MG TABLET,34.0,5950.0,9940.0,3,3,1508,3.4e-05,0.982941,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE INFUSION SET ADULT 20MACRODROPS/ML (PRIME),350.0,5950.0,3951.0,2,2,1509,3.4e-05,0.982975,C,ABC_PARETO,sales_only_v1,draft
BLOOD TYPING ANTI SERA A & B,7.0,5950.0,5950.0,1,1,1510,3.4e-05,0.98301,C,ABC_PARETO,sales_only_v1,draft
MEDIROSE 1000MG/992MG,41.0,5945.0,35055.0,6,6,1511,3.4e-05,0.983044,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE INFUSION SET PEDIA 60MICRODROPS/ML (HEXACARE),424.0,5936.0,4216.0,2,2,1512,3.4e-05,0.983078,C,ABC_PARETO,sales_only_v1,draft
ISOPROPHYL ALCOHOL 70% 500ML SPRAY(ALCORADE),78.0,5928.0,702.0,2,1,1513,3.4e-05,0.983113,C,ABC_PARETO,sales_only_v1,draft
MECLOP 5MG/ML 2ML,185.0,5920.0,26175.0,13,9,1514,3.4e-05,0.983147,C,ABC_PARETO,sales_only_v1,draft
ELCILIN 250MG,30.0,5850.0,25216.4,5,5,1515,3.4e-05,0.983181,C,ABC_PARETO,sales_only_v1,draft
AMBUBAG MANUAL RESUSCITATOR PEDIA REUSABLE SILICONE (PARTNERS),4.0,5844.0,4156.0,2,2,1516,3.4e-05,0.983214,C,ABC_PARETO,sales_only_v1,draft
GENTACARE 40MG,119.2,5812.6,41923.4,11,10,1517,3.4e-05,0.983248,C,ABC_PARETO,sales_only_v1,draft
UV LIGHT GERMICIDAL TROLLEY 100W (ECOSHIFT),1.0,5800.0,20190.0,1,1,1518,3.4e-05,0.983282,C,ABC_PARETO,sales_only_v1,draft
NASAL OXYGEN CANNULA (PEDIA) 6542 - ORMED,210.0,5775.0,20685.0,2,2,1519,3.3e-05,0.983315,C,ABC_PARETO,sales_only_v1,draft
CHAMPION SUPRA 370G,300.0,5708.34,4950.0,2,2,1520,3.3e-05,0.983348,C,ABC_PARETO,sales_only_v1,draft
MONPHEVIN 200MG,130.0,5700.0,3800.0,3,3,1521,3.3e-05,0.983381,C,ABC_PARETO,sales_only_v1,draft
FORMALIN 10% BUFFERED (MEDIC),6.0,5700.0,2490.0,2,2,1522,3.3e-05,0.983414,C,ABC_PARETO,sales_only_v1,draft
LEVETRAMED-500 500MG,30.0,5700.0,5964.0,2,1,1523,3.3e-05,0.983447,C,ABC_PARETO,sales_only_v1,draft
BRISOFER OB 60MG/400MCG,30.0,5670.0,1470.0,1,1,1524,3.3e-05,0.98348,C,ABC_PARETO,sales_only_v1,draft
SURGICAL BLADES S21 (PARTNERS),21.0,5670.0,2604.0,3,2,1525,3.3e-05,0.983512,C,ABC_PARETO,sales_only_v1,draft
EASYLAC-3.35G/5ML,56.0,5656.0,4414.0,2,1,1526,3.3e-05,0.983545,C,ABC_PARETO,sales_only_v1,draft
MUCUZID,80.0,5600.0,25600.0,1,1,1527,3.2e-05,0.983577,C,ABC_PARETO,sales_only_v1,draft
FOLEY CATHETER FR. 16-UROSENZ,14.0,5600.0,280.0,1,1,1528,3.2e-05,0.98361,C,ABC_PARETO,sales_only_v1,draft
NORMAL SALT SOLUTION 0.85% - MEDIC,20.0,5600.0,5600.0,1,1,1529,3.2e-05,0.983642,C,ABC_PARETO,sales_only_v1,draft
TUDOR NYLON SUTURE 2.0 CUTTING,20.0,5600.0,3600.0,2,1,1530,3.2e-05,0.983674,C,ABC_PARETO,sales_only_v1,draft
IV CANNULA WITH WINGS & INJECTION VALVE G20 1.1X32MM (CANCARE),4.0,5600.0,6351.0,2,2,1531,3.2e-05,0.983707,C,ABC_PARETO,sales_only_v1,draft
IDENTIFICATION BRACELET WRITEON CHILD PINK,20.0,5600.0,1900.0,1,1,1532,3.2e-05,0.983739,C,ABC_PARETO,sales_only_v1,draft
IDENTIFICATION BRACELET WRITEON PINK ADULT,20.0,5600.0,1900.0,1,1,1533,3.2e-05,0.983772,C,ABC_PARETO,sales_only_v1,draft
ALLERCHEM 5MG/5ML,302.0,5587.0,23667.0,4,3,1534,3.2e-05,0.983804,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE PREP RAZOR-SINGLE EDGE (UNIMEX),6.98,5584.0,7376.0,6,5,1535,3.2e-05,0.983836,C,ABC_PARETO,sales_only_v1,draft
ROSEMIDE 10MG/ML (20MG/2ML) 2ML,96.0,5568.0,47192.0,13,8,1536,3.2e-05,0.983868,C,ABC_PARETO,sales_only_v1,draft
BLOOD COLLECTION BAGS,3.0,5550.0,5550.0,1,1,1537,3.2e-05,0.9839,C,ABC_PARETO,sales_only_v1,draft
GOUTSAPH 500MCG,47.0,5502.0,12027.74,9,5,1538,3.2e-05,0.983932,C,ABC_PARETO,sales_only_v1,draft
FLACOXTO 200MG,25.0,5500.0,51475.0,5,5,1539,3.2e-05,0.983964,C,ABC_PARETO,sales_only_v1,draft
COVID SALIVA TEST,1.0,5500.0,0.0,1,1,1540,3.2e-05,0.983996,C,ABC_PARETO,sales_only_v1,draft
LITTMANN CLASSIC III STETHOSCOPE 3M,1.0,5500.0,4845.0,1,1,1541,3.2e-05,0.984028,C,ABC_PARETO,sales_only_v1,draft
YUCORDIN 150MCG/ML,10.0,5500.0,5900.0,1,1,1542,3.2e-05,0.984059,C,ABC_PARETO,sales_only_v1,draft
EPIDURAL MINI PACK G18 (ENDURE),5.0,5500.0,1750.0,1,1,1543,3.2e-05,0.984091,C,ABC_PARETO,sales_only_v1,draft
AMPINEX PLUS 500MG/250MG,220.0,5500.0,7025.0,2,1,1544,3.2e-05,0.984123,C,ABC_PARETO,sales_only_v1,draft
FORMET-500 500MG,75.0,5495.0,20753.0,7,6,1545,3.2e-05,0.984155,C,ABC_PARETO,sales_only_v1,draft
SPIROPHIL 25MG,20.0,5490.0,23690.0,3,3,1546,3.2e-05,0.984186,C,ABC_PARETO,sales_only_v1,draft
BLADDER RETRACTOR/BALFOUR CENTRAL BLADE SIZE 70X85MM,2.0,5482.0,-5482.0,1,1,1547,3.2e-05,0.984218,C,ABC_PARETO,sales_only_v1,draft
DENTAL NEEDLE 30G X 13/16 GREEN LABEL SHORT - TERUMO,18.0,5400.0,13716.0,1,1,1548,3.1e-05,0.984249,C,ABC_PARETO,sales_only_v1,draft
CHROMIC 2-0 ROUND BODIED 40MM,18.0,5400.0,5210.0,4,4,1549,3.1e-05,0.984281,C,ABC_PARETO,sales_only_v1,draft
FLUIMUCIL 100MG,10.0,5400.0,24300.0,1,1,1550,3.1e-05,0.984312,C,ABC_PARETO,sales_only_v1,draft
RAIN COAT,12.0,5400.0,1608.0,1,1,1551,3.1e-05,0.984343,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 1CC KING MED,30.0,5400.0,9000.0,1,1,1552,3.1e-05,0.984374,C,ABC_PARETO,sales_only_v1,draft
UMBILICAL CORD CLAMP SURGITECH,18.0,5400.0,6210.0,1,1,1553,3.1e-05,0.984405,C,ABC_PARETO,sales_only_v1,draft
GLOVES MEDIUM NITRILE NONSTERILE (SURGITECH),27.0,5400.0,6750.0,10,5,1554,3.1e-05,0.984437,C,ABC_PARETO,sales_only_v1,draft
PROLAXA 2MG/ML (200MG/100ML) 100ML,200.0,5400.0,1924.0,1,1,1555,3.1e-05,0.984468,C,ABC_PARETO,sales_only_v1,draft
SURGICAL BLADES S20 (PARTNERS),20.0,5400.0,2480.0,6,2,1556,3.1e-05,0.984499,C,ABC_PARETO,sales_only_v1,draft
NEEDLE G19X1 1/2 SIMPLEX,20.0,5380.0,780.0,1,1,1557,3.1e-05,0.98453,C,ABC_PARETO,sales_only_v1,draft
ISOXULIDE 5MG/ML 2ML,10.0,5380.0,16140.0,1,1,1558,3.1e-05,0.984561,C,ABC_PARETO,sales_only_v1,draft
GENTACARE 80MG/2ML (40MG/ML) 2ML,111.9,5371.2,27691.3,15,11,1559,3.1e-05,0.984592,C,ABC_PARETO,sales_only_v1,draft
BOTTLE SPRAYER,214.0,5358.0,11134.0,4,4,1560,3.1e-05,0.984623,C,ABC_PARETO,sales_only_v1,draft
BABY WASH COTTONTOUCH 50ML (JOHNSON),72.0,5350.32,3865.68,2,1,1561,3.1e-05,0.984654,C,ABC_PARETO,sales_only_v1,draft
TELABAG (LARGE),890.0,5340.0,3560.0,1,1,1562,3.1e-05,0.984685,C,ABC_PARETO,sales_only_v1,draft
"ZEYCO FD 20MG/ML (2%)/1: 100,000 1.8ML",5.2,5304.0,2552.0,3,2,1563,3.1e-05,0.984716,C,ABC_PARETO,sales_only_v1,draft
COZOLE 200MG/40MG/5ML,150.0,5295.76,10113.32,9,6,1564,3.1e-05,0.984746,C,ABC_PARETO,sales_only_v1,draft
PROMETIN,84.0,5292.0,23839.2,14,12,1565,3.1e-05,0.984777,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE BABY DIAPER LARGE NON WOVEN (HEXACARE),23.0,5290.0,4625.0,7,6,1566,3.1e-05,0.984807,C,ABC_PARETO,sales_only_v1,draft
ZANTRICID 25MG,30.0,5280.0,12120.0,1,1,1567,3.1e-05,0.984838,C,ABC_PARETO,sales_only_v1,draft
PIPER FORCEPS SIZE 17 1/4'',1.0,5262.6,5257.4,1,1,1568,3e-05,0.984868,C,ABC_PARETO,sales_only_v1,draft
ACTEINSAPH-200MG,50.0,5250.0,2000.0,1,1,1569,3e-05,0.984899,C,ABC_PARETO,sales_only_v1,draft
D5 LR 1L PINK EUROMED,90.0,5249.7,2910.3,2,2,1570,3e-05,0.984929,C,ABC_PARETO,sales_only_v1,draft
MYREFEN 500MG CAP,67.0,5226.0,23142.0,3,3,1571,3e-05,0.984959,C,ABC_PARETO,sales_only_v1,draft
BLOOD ADMINISTRATION SET - TERUMO,55.0,5225.0,325.0,2,2,1572,3e-05,0.984989,C,ABC_PARETO,sales_only_v1,draft
ISORDIL 5MG TABLET,2.0,5214.0,-3615.5,1,1,1573,3e-05,0.98502,C,ABC_PARETO,sales_only_v1,draft
YANKAUER HANDLE W/ CONTROL - SIMPLEX,40.0,5200.0,5200.0,1,1,1574,3e-05,0.98505,C,ABC_PARETO,sales_only_v1,draft
LEUKOPLAST 4'' (5CMX5M),2.0,5200.0,5620.0,2,2,1575,3e-05,0.98508,C,ABC_PARETO,sales_only_v1,draft
AZITHROM 500MG,133.33,5200.0,14800.0,3,2,1576,3e-05,0.98511,C,ABC_PARETO,sales_only_v1,draft
"SAM SPLINT, LARGE 36 INCHES",8.0,5200.0,5200.0,1,1,1577,3e-05,0.98514,C,ABC_PARETO,sales_only_v1,draft
UMBILICAL CORD CLAMP (PARTNERS),20.0,5200.0,3260.0,1,1,1578,3e-05,0.98517,C,ABC_PARETO,sales_only_v1,draft
KOVENT 250MCG,16.0,5120.0,5575.0,3,2,1579,3e-05,0.985199,C,ABC_PARETO,sales_only_v1,draft
ALKALINSE 1.080G,41.67,5117.26,12920.25,8,7,1580,3e-05,0.985229,C,ABC_PARETO,sales_only_v1,draft
LEPIXA 100MG/ML 150ML,11.0,5107.69,7143.56,2,2,1581,3e-05,0.985259,C,ABC_PARETO,sales_only_v1,draft
SQCEF 125MG,58.0,5104.0,10856.0,2,2,1582,2.9e-05,0.985288,C,ABC_PARETO,sales_only_v1,draft
ZOLNEVAR 40MG,150.0,5100.0,27400.0,2,2,1583,2.9e-05,0.985318,C,ABC_PARETO,sales_only_v1,draft
ARM SLING MEDIUM,85.0,5100.0,1295.0,3,2,1584,2.9e-05,0.985347,C,ABC_PARETO,sales_only_v1,draft
SILK 2/0 CURVED CUTTING BLACK (TUDOR),17.0,5100.0,1770.5,2,2,1585,2.9e-05,0.985376,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 3CC KING MED,30.0,5100.0,9000.0,1,1,1586,2.9e-05,0.985406,C,ABC_PARETO,sales_only_v1,draft
POVIDONE IODINE DRY POWDER SPRAY 55G (BETADINE),17.0,5100.0,1700.0,1,1,1587,2.9e-05,0.985435,C,ABC_PARETO,sales_only_v1,draft
MYREVIT-C 500MG TAB,110.0,5060.0,6335.0,3,3,1588,2.9e-05,0.985465,C,ABC_PARETO,sales_only_v1,draft
AMSUMED 500MG,220.0,5060.0,7340.0,2,1,1589,2.9e-05,0.985494,C,ABC_PARETO,sales_only_v1,draft
FENORIX 200MG,24.4,5050.8,29541.7,2,2,1590,2.9e-05,0.985523,C,ABC_PARETO,sales_only_v1,draft
JET SPRAY FLUIDS 3% 10% 4OZ 118ML (SALONPAS),21.0,5050.5,1249.5,1,1,1591,2.9e-05,0.985552,C,ABC_PARETO,sales_only_v1,draft
FLORVAST 40MG,18.0,5040.0,22658.8,7,5,1592,2.9e-05,0.985581,C,ABC_PARETO,sales_only_v1,draft
NGT FR.16 ORDINARY PARTNERS,280.0,5040.0,22510.0,3,2,1593,2.9e-05,0.985611,C,ABC_PARETO,sales_only_v1,draft
CHROMIC 2/0 CURVED CUTTING BROWN (TUDOR),15.0,5040.0,3560.2,2,2,1594,2.9e-05,0.98564,C,ABC_PARETO,sales_only_v1,draft
DEOXYSAPH 250MG,3.0,5040.0,7350.0,2,2,1595,2.9e-05,0.985669,C,ABC_PARETO,sales_only_v1,draft
GRAM STAIN SET (MEDIC),2.0,5014.0,214.0,2,1,1596,2.9e-05,0.985698,C,ABC_PARETO,sales_only_v1,draft
ARA 50MG,50.0,5000.0,30000.0,1,1,1597,2.9e-05,0.985727,C,ABC_PARETO,sales_only_v1,draft
"NYSAPH 100,000 IU SUS",100.0,5000.0,20000.0,1,1,1598,2.9e-05,0.985756,C,ABC_PARETO,sales_only_v1,draft
ETHYL ALCOHOL SAFE CHOICE,100.0,5000.0,9800.0,1,1,1599,2.9e-05,0.985784,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G19 TERUMO,20.0,5000.0,5560.0,1,1,1600,2.9e-05,0.985813,C,ABC_PARETO,sales_only_v1,draft
"OXYGEN MASK WITH TUBING, ADULT",100.0,5000.0,4000.0,1,1,1601,2.9e-05,0.985842,C,ABC_PARETO,sales_only_v1,draft
"OXYGEN MASK WITH TUBING, PEDIA",100.0,5000.0,4000.0,1,1,1602,2.9e-05,0.985871,C,ABC_PARETO,sales_only_v1,draft
MUPISAPH 20MG/G OINMENT,100.0,5000.0,5775.0,1,1,1603,2.9e-05,0.9859,C,ABC_PARETO,sales_only_v1,draft
GIAN ZINC 30ML DROPS,73.0,4975.0,7770.0,5,4,1604,2.9e-05,0.985929,C,ABC_PARETO,sales_only_v1,draft
MEGYXAN 500MG CAP,72.0,4968.0,76713.5,7,6,1605,2.9e-05,0.985958,C,ABC_PARETO,sales_only_v1,draft
MAGNESIUM SULFATE 250MG,90.0,4950.0,9150.0,3,2,1606,2.9e-05,0.985986,C,ABC_PARETO,sales_only_v1,draft
JAGAPLEX OB,30.0,4950.0,16950.0,5,4,1607,2.9e-05,0.986015,C,ABC_PARETO,sales_only_v1,draft
VOLUMETRIC SOLUTION INFUSION SET 150ML (COSMED),33.0,4950.0,1560.0,4,1,1608,2.9e-05,0.986043,C,ABC_PARETO,sales_only_v1,draft
BIOGIC 250MG/5ML,330.0,4950.0,4890.0,3,2,1609,2.9e-05,0.986072,C,ABC_PARETO,sales_only_v1,draft
DULCOLAX,18.0,4917.6,3739.2,3,2,1610,2.8e-05,0.9861,C,ABC_PARETO,sales_only_v1,draft
TUDOR - CHROMIC BROWN COATED CATGUT ABSORBABLE SUTURE 4-0 CURVED CUTTING - 75CM,14.0,4900.0,1540.0,2,2,1611,2.8e-05,0.986129,C,ABC_PARETO,sales_only_v1,draft
COFMED 7.5MG/5ML SYUP,50.0,4900.0,2600.0,1,1,1612,2.8e-05,0.986157,C,ABC_PARETO,sales_only_v1,draft
DOBUTASAPH 12.50MG/ML (250MG/20ML),26.0,4893.2,2603.05,3,2,1613,2.8e-05,0.986185,C,ABC_PARETO,sales_only_v1,draft
AMO-5 5MG,64.0,4864.0,14779.3,4,3,1614,2.8e-05,0.986213,C,ABC_PARETO,sales_only_v1,draft
OPSITE 25X10 (SMITH AND NEPHEW),15.0,4845.0,2985.0,3,2,1615,2.8e-05,0.986241,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE SYRINGE 10CC G21X1 1/4 (INDOPLAS),15.0,4845.0,13110.0,1,1,1616,2.8e-05,0.986269,C,ABC_PARETO,sales_only_v1,draft
PROFOSOL 100MG/ML,20.0,4840.0,14520.0,1,1,1617,2.8e-05,0.986297,C,ABC_PARETO,sales_only_v1,draft
PCSO 2022-006 - WOMEN'S MONTH,30.0,4828.2,2380.22,1,1,1618,2.8e-05,0.986325,C,ABC_PARETO,sales_only_v1,draft
INSECTICIDE AEROSOL 300ML (BAYGON),20.0,4820.0,3560.0,1,1,1619,2.8e-05,0.986353,C,ABC_PARETO,sales_only_v1,draft
ULTREINAC 200MG,60.0,4800.0,22025.9,3,2,1620,2.8e-05,0.986381,C,ABC_PARETO,sales_only_v1,draft
ADULT DIAPER - MEDIUM MAXI MED,30.0,4800.0,3540.0,2,2,1621,2.8e-05,0.986409,C,ABC_PARETO,sales_only_v1,draft
SAPHORMIN 500MG,120.0,4800.0,40310.0,4,2,1622,2.8e-05,0.986436,C,ABC_PARETO,sales_only_v1,draft
BIOGIC 500MG TAB,100.0,4800.0,30200.0,1,1,1623,2.8e-05,0.986464,C,ABC_PARETO,sales_only_v1,draft
NEBULIZER KIT WITH MASK PEDIA (SURGITECH),100.0,4800.0,5500.0,1,1,1624,2.8e-05,0.986492,C,ABC_PARETO,sales_only_v1,draft
ELCILIN 500MG,20.0,4800.0,1520.0,2,2,1625,2.8e-05,0.98652,C,ABC_PARETO,sales_only_v1,draft
FINGER PULSE OXIMETER PEDIA-TOPCARE,4.0,4800.0,2860.0,1,1,1626,2.8e-05,0.986547,C,ABC_PARETO,sales_only_v1,draft
"PARAFILM 4""X 125FT PM-996",2.0,4800.0,4800.0,1,1,1627,2.8e-05,0.986575,C,ABC_PARETO,sales_only_v1,draft
PARA100 100MG/ML,344.0,4800.0,10692.8,2,2,1628,2.8e-05,0.986603,C,ABC_PARETO,sales_only_v1,draft
DUOGESIC 325MG/37.5MG TAB,48.0,4800.0,63085.92,8,7,1629,2.8e-05,0.986631,C,ABC_PARETO,sales_only_v1,draft
COM-FEMIC 500MG CAP,30.0,4800.0,14280.0,4,3,1630,2.8e-05,0.986658,C,ABC_PARETO,sales_only_v1,draft
MEDICAL OXYGEN 25 POUNDS - REFILL,8.0,4800.0,-3200.0,1,1,1631,2.8e-05,0.986686,C,ABC_PARETO,sales_only_v1,draft
IV CANNULA WITH INJECTION PORT LUER LOCK G22 X 1 (CATHY),4.0,4800.0,7200.0,1,1,1632,2.8e-05,0.986714,C,ABC_PARETO,sales_only_v1,draft
KIDNEY BASIN 10'' OLTEN,10.0,4790.0,4710.0,1,1,1633,2.8e-05,0.986742,C,ABC_PARETO,sales_only_v1,draft
ALL SILICONE STOMACH TUBE FR16 (PARTNERS),32.0,4776.0,7146.0,2,2,1634,2.8e-05,0.986769,C,ABC_PARETO,sales_only_v1,draft
THUMB FORCEP 10'' (OLTEN),12.0,4764.0,4716.0,2,2,1635,2.8e-05,0.986797,C,ABC_PARETO,sales_only_v1,draft
CLARITROL 500MG TAB,14.0,4760.0,3092.5,2,1,1636,2.8e-05,0.986824,C,ABC_PARETO,sales_only_v1,draft
CO-AMOXICARE 500MG/125MG,24.0,4756.32,15583.68,4,2,1637,2.7e-05,0.986852,C,ABC_PARETO,sales_only_v1,draft
OXYGEN CANNULA ADULT-PRO HEALTH,250.0,4750.0,2750.0,1,1,1638,2.7e-05,0.986879,C,ABC_PARETO,sales_only_v1,draft
NITRILE POWDER FREE EXAMINATION GLOVES 100'S GLOMED,19.0,4750.0,10284.0,2,1,1639,2.7e-05,0.986907,C,ABC_PARETO,sales_only_v1,draft
MONOCRYL 3-0'' 26MM 1/2C 70CM (ETHICON),1.0,4750.0,4750.0,1,1,1640,2.7e-05,0.986934,C,ABC_PARETO,sales_only_v1,draft
WRIST BLOOD PRESSURE MACHNE,12.0,4740.0,2460.0,1,1,1641,2.7e-05,0.986961,C,ABC_PARETO,sales_only_v1,draft
METZ SCISSOR 7'',10.0,4730.0,-4730.0,2,1,1642,2.7e-05,0.986989,C,ABC_PARETO,sales_only_v1,draft
KIDDIREL ORAL DROPS,115.0,4715.0,5957.0,10,8,1643,2.7e-05,0.987016,C,ABC_PARETO,sales_only_v1,draft
ETHICON PROLENE 2-0 ROUND NEEDLE,1.0,4704.0,9946.0,1,1,1644,2.7e-05,0.987043,C,ABC_PARETO,sales_only_v1,draft
ETHICON PROLENE 3-0 ROUND NEEDLE,1.0,4704.0,9946.0,1,1,1645,2.7e-05,0.98707,C,ABC_PARETO,sales_only_v1,draft
ETHICON PROLENE 4-0 ROUND NEEDLE,1.0,4704.0,9946.0,1,1,1646,2.7e-05,0.987098,C,ABC_PARETO,sales_only_v1,draft
ETHICON PROLENE 5-0 ROUND NEEDLE,1.0,4704.0,9946.0,1,1,1647,2.7e-05,0.987125,C,ABC_PARETO,sales_only_v1,draft
SULTAM 200MG,10.0,4704.0,14096.0,2,2,1648,2.7e-05,0.987152,C,ABC_PARETO,sales_only_v1,draft
MILGESIC 100MG/5ML DROPS,294.0,4704.0,1896.0,2,1,1649,2.7e-05,0.987179,C,ABC_PARETO,sales_only_v1,draft
HEMA QUICK STAIN SET (MEDIC),1.0,4700.0,-431.0,1,1,1650,2.7e-05,0.987206,C,ABC_PARETO,sales_only_v1,draft
CINNABLOC 75MG CAP,67.0,4690.0,11590.0,10,6,1651,2.7e-05,0.987233,C,ABC_PARETO,sales_only_v1,draft
ENTRANCE LOCKSET TYPE HEAVY DUTY EASY INSTALLATION,10.0,4690.0,4010.0,1,1,1652,2.7e-05,0.98726,C,ABC_PARETO,sales_only_v1,draft
BLOOD LANCET - SURGITECH,22.0,4680.0,1496.0,2,2,1653,2.7e-05,0.987288,C,ABC_PARETO,sales_only_v1,draft
GENERIC CEFIXIME 20MG DROPS,72.0,4680.0,13320.0,1,1,1654,2.7e-05,0.987315,C,ABC_PARETO,sales_only_v1,draft
AMBIRETIC 500MG,120.0,4680.0,37200.0,1,1,1655,2.7e-05,0.987342,C,ABC_PARETO,sales_only_v1,draft
MEDIUM DEAVER - 12 INCHES HEIGHT (HEAD 2),2.0,4680.0,-4680.0,1,1,1656,2.7e-05,0.987369,C,ABC_PARETO,sales_only_v1,draft
BECOME PLEX,37.0,4662.0,9838.0,5,5,1657,2.7e-05,0.987396,C,ABC_PARETO,sales_only_v1,draft
NOVAMOL 100MG,388.0,4656.0,13796.0,3,2,1658,2.7e-05,0.987423,C,ABC_PARETO,sales_only_v1,draft
CIPROSAN 500MG,28.0,4620.0,45880.3,4,3,1659,2.7e-05,0.987449,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 6X5Y PARTNERS,110.0,4620.0,1040.0,2,2,1660,2.7e-05,0.987476,C,ABC_PARETO,sales_only_v1,draft
DENTAL NEEDLE G30 SHORT (DENJECT),14.0,4620.0,1164.0,2,2,1661,2.7e-05,0.987503,C,ABC_PARETO,sales_only_v1,draft
ORAL B TOOTHBRUSH,40.0,4600.0,3720.0,1,1,1662,2.7e-05,0.987529,C,ABC_PARETO,sales_only_v1,draft
EMACIF 100MG/5ML,61.0,4575.0,4734.22,5,2,1663,2.6e-05,0.987556,C,ABC_PARETO,sales_only_v1,draft
SAPHRIDONE10MG TAB,79.0,4570.0,15098.0,9,6,1664,2.6e-05,0.987582,C,ABC_PARETO,sales_only_v1,draft
"MICROPORE 1/2"" 1530-0 - 3M",12.0,4560.0,3300.0,6,6,1665,2.6e-05,0.987608,C,ABC_PARETO,sales_only_v1,draft
COLGATE MOUTHWASH ASSORTED,40.0,4553.28,5166.72,1,1,1666,2.6e-05,0.987635,C,ABC_PARETO,sales_only_v1,draft
ID-HOLDER TRANSPARENT PLASTIC VERTICAL,700.0,4550.0,12950.0,1,1,1667,2.6e-05,0.987661,C,ABC_PARETO,sales_only_v1,draft
ALLECUR 5MG/5ML,227.0,4540.0,9478.0,5,4,1668,2.6e-05,0.987687,C,ABC_PARETO,sales_only_v1,draft
KIDIMEED C PLUS 60ML,215.0,4515.0,26475.0,2,1,1669,2.6e-05,0.987713,C,ABC_PARETO,sales_only_v1,draft
AMADOL 150MG,100.0,4510.0,35290.0,4,4,1670,2.6e-05,0.987739,C,ABC_PARETO,sales_only_v1,draft
APPLICATOR STICK,30.0,4500.0,5376.0,3,3,1671,2.6e-05,0.987765,C,ABC_PARETO,sales_only_v1,draft
"REAGENT ANTI A,B,D",4.0,4500.0,30266.0,2,2,1672,2.6e-05,0.987791,C,ABC_PARETO,sales_only_v1,draft
FRUIT BASKET,9.0,4500.0,4464.0,2,2,1673,2.6e-05,0.987817,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 10CM X 5M,100.0,4500.0,4000.0,1,1,1674,2.6e-05,0.987843,C,ABC_PARETO,sales_only_v1,draft
YANKAUER - INDOPLAS,30.0,4500.0,3300.0,1,1,1675,2.6e-05,0.987869,C,ABC_PARETO,sales_only_v1,draft
TRANSPORE 1/2 INCH,6.0,4500.0,3300.0,1,1,1676,2.6e-05,0.987896,C,ABC_PARETO,sales_only_v1,draft
I.V CANNULA G20 CANCARE,3.0,4500.0,3600.0,1,1,1677,2.6e-05,0.987922,C,ABC_PARETO,sales_only_v1,draft
SYRINGE 5CC G23X1 HEXACARE,20.0,4500.0,4500.0,1,1,1678,2.6e-05,0.987948,C,ABC_PARETO,sales_only_v1,draft
AMBUBAG MANUAL RESUSCITATOR PVC ADULT DISPOSABLE (PRIMAPLUS),6.0,4500.0,2850.0,2,2,1679,2.6e-05,0.987974,C,ABC_PARETO,sales_only_v1,draft
ELASTIC BANDAGE 4X5 TOP CARE,150.0,4500.0,750.0,2,1,1680,2.6e-05,0.988,C,ABC_PARETO,sales_only_v1,draft
DISPOSABLE NEEDLE G25 (ORMED),30.0,4500.0,1830.0,1,1,1681,2.6e-05,0.988026,C,ABC_PARETO,sales_only_v1,draft
OXYGEN MASK NEONATE (SURGITECH),100.0,4500.0,1415.0,1,1,1682,2.6e-05,0.988052,C,ABC_PARETO,sales_only_v1,draft
PASTE RESTONE,80.0,4480.0,616.0,2,2,1683,2.6e-05,0.988077,C,ABC_PARETO,sales_only_v1,draft
GIAN-ZINC 30ML,64.0,4480.0,6488.0,5,5,1684,2.6e-05,0.988103,C,ABC_PARETO,sales_only_v1,draft
