product_name,total_transactions,total_quantity,total_net_sales,total_gross_margin,gross_margin_pct,first_year,last_year
DIALOX 125MG,4,658.00,42785.00,31599.00,73.86,2021,2021
NOVACEE 100MG/5ML SYRUP,9,1009.00,42775.00,4899.00,11.45,2022,2025
BRODIX PLUS,16,40.00,42674.00,16277.00,38.14,2018,2018
"PAGBILAO # 42,960.00",1,1.00,42651.00,22101.00,51.82,2024,2024
AHBAY-TOX 40IU/0.5ML VIAL,1,50.00,42625.00,13875.00,32.55,2024,2024
HAVIDONE - POVIDONE IODINE - 10%,4,34.00,42456.00,31896.00,75.13,2022,2023
GLOVES SMALL LATEX NONSTERILE (INDOPLAS),3,175.00,42400.00,10025.00,23.64,2025,2025
TEMPAID 500MG,8,112.00,42305.00,33905.00,80.14,2020,2022
GAUZE PAD 4X4X8 PLY 28X24 MESH,1,64.00,42240.00,26240.00,62.12,2021,2021
"QMC # 42,400.00",1,1.00,42240.00,18240.00,43.18,2025,2025
POVIDONE IODINE 10% 1GAL,2,32.00,42228.00,0.00,0.00,2019,2019
NATURALLE,8,23.00,42169.60,22182.60,52.60,2018,2019
DISPOSABLE SYRINGE - 5CC PRIME,5,36.10,42100.00,32353.00,76.85,2021,2023
MEDICAL BED 2 CRANKS,1,2.00,42000.00,20000.00,47.62,2024,2024
VESTFLO-20 20MG,1,40.00,42000.00,34080.00,81.14,2021,2021
NIMOTOP 30MG,1,4.00,41936.00,31452.00,75.00,2024,2024
AMBIRETIC 500MG,1,120.00,41880.00,37200.00,88.83,2025,2025
ACTIVATED GLUTARALDEHYDE AIDEX 5L.(AIDEX),6,20.00,41817.00,11817.00,28.26,2023,2023
CLODIN 75MCG,7,46.00,41712.50,23764.50,56.97,2024,2025
FACEMASK BLACK,1,26.00,41600.00,39780.00,95.63,2023,2023
RAMAVIT 100MG/5MG/50MCG,3,440.00,41600.00,6400.00,15.38,2025,2025
AMBILLIN 500MG,3,1060.00,41600.00,0.00,0.00,2023,2023
HB SAG TEST KIT,3,23.00,41328.00,25059.00,60.63,2022,2023
TEGADERM FILM 4X4,10,147.00,41250.00,-130740.00,-316.95,2018,2019
AWANAY FORTE 500MG,7,64.00,41250.00,22600.00,54.79,2020,2023
F-DICO 25MG/ML,9,55.00,41250.00,34485.00,83.60,2022,2023
"PAGBILAO # 41,850.00 LOT 13",1,1.00,41242.50,19858.50,48.15,2024,2024
FLEXIMA APDL PIGTAIL CATHETER FR10,1,5.00,41200.00,20500.00,49.76,2025,2025
FLEXIMA APDL PIGTAIL CATHETER FR12,1,5.00,41200.00,20500.00,49.76,2025,2025
RABAPHEN 50MG/ML,9,40.00,41160.00,35872.50,87.15,2021,2023
BLOODSET TERUMO 1'S,6,380.00,41050.00,0.00,0.00,2018,2019
MEDIROSE 1000MG/992MG,6,41.00,41000.00,35055.00,85.50,2024,2025
NGT F.16,7,185.00,40885.00,0.00,0.00,2019,2019
CADAVER BAG,1,50.00,40850.00,21600.00,52.88,2023,2023
LODIPEX - 5MG,7,49.00,40822.00,38960.00,95.44,2021,2022
SILVEDEX 10MG,8,211.00,40815.00,11784.27,28.87,2020,2021
DIFLOSID 75MG/ML,12,58.00,40800.00,33840.00,82.94,2018,2018
GIAN ZINC PLUS C 120ML,5,203.00,40776.00,8055.00,19.75,2017,2017
"PAGBILAO # 41,000",1,1.00,40650.00,13902.30,34.20,2025,2025
POVIDONE IODINE 10% 60ML (JCHIEME),1,70.00,40600.00,36330.00,89.48,2023,2023
DISPOSABLE SYRINGE/TUBERCULIN 1CC (CAREPLUS),3,115.00,40580.00,15280.00,37.65,2024,2025
LYCORTIS 100MG IV,2,57.00,40500.00,10347.00,25.55,2023,2023
SURGICAL GLOVES STERILE 7.5,1,30.00,40500.00,18000.00,44.44,2022,2022
CM SERIES FLUORESCENCE ANALYSIS VIEWING CABINET,1,1.00,40500.00,-1300.00,-3.21,2025,2025
STERILE SURGICAL GLOVES PAIRS/BOX SIZE 7.0 HEXACARE,3,15.00,40445.00,28340.00,70.07,2023,2023
TROVIPRI 80MG,7,75.00,40327.50,16327.50,40.49,2025,2025
GAUZE PAD 4X4 - SURGITECH,10,74.20,40269.00,28658.00,71.17,2018,2023
IBUFEN 400MG TAB,9,110.00,40260.20,33284.07,82.67,2020,2023
GIRAN-16 16MG,7,30.33,40132.47,30482.50,75.95,2021,2023
KN95 FACE MASK (BOX),4,121.00,40077.32,28492.32,71.09,2021,2023
SYLVITE 2MEQ/ML 20ML,6,86.00,40020.00,27980.00,69.92,2023,2025
FLUZETRIN,1,100.00,40000.00,2300.00,5.75,2025,2025
NEUROBE 100MG/100MG/1MG 3ML,1,200.00,40000.00,15800.00,39.50,2025,2025
CLINTOP 300MG,1,80.00,40000.00,14400.00,36.00,2025,2025
ETHYL ALCOHOL 70% GALLON (ALCORADE),1,100.00,40000.00,17000.00,42.50,2023,2023
ISOPROPYL ALCOHOL 500ML - ALCO-AID,2,341.00,39993.00,15441.00,38.61,2021,2021
DISPOSABLE SYRINGE - 3CC PRIME,3,33.00,39920.00,31170.00,78.08,2021,2022
APCEE 100/5ML 60ML,11,642.00,39918.30,32037.00,80.26,2021,2023
"TOURISM # 40,000",1,1.00,39900.00,19645.80,49.24,2025,2025
"PAGBILAO # 40,000.00",1,1.00,39900.00,16159.50,40.50,2024,2024
KETOROBAS 30MG/ML,10,97.00,39894.50,22004.50,55.16,2023,2025
AMADOL 150MG,4,100.00,39800.00,35290.00,88.67,2021,2023
"PAGBILAO # 55,000 LOT 2",1,1.00,39800.00,17400.00,43.72,2024,2024
EPIBBAS 1MG/ML IV,4,50.00,39772.50,32522.50,81.77,2025,2025
EPICARE 1MG/ML IV,10,137.00,39667.50,23912.50,60.28,2024,2025
NITRILE GLOVES MEDIUM DR. GREG,2,150.00,39630.00,9630.00,24.30,2023,2023
DIACEF 100MG,7,813.00,39426.10,27324.10,69.30,2021,2023
GIAN-ZINC 120ML,15,168.00,39348.00,24228.00,61.57,2023,2024
METOCLOSIL 5MG/ML (10MG/2ML),2,250.00,39085.00,24085.00,61.62,2025,2025
SUCTION BOTTLE,2,2.00,39000.00,6500.00,16.67,2018,2018
APREZAL 20MG/ML,5,10.00,39000.00,24915.66,63.89,2023,2024
ZEFALEX 500MG,1,30.00,39000.00,31500.00,80.77,2022,2022
BLOOD COLLECTION BAGS 450ML DOUBLE,2,12.00,38994.00,28494.00,73.07,2022,2023
VOLUMETRIC SOLUTION INFUSION SET COSMED,3,213.00,38976.00,636.00,1.63,2023,2023
ACETYLNOVA 200MG 30'S,3,89.66,38966.40,2580.00,6.62,2025,2025
SKYVIT CAP,1,100.00,38900.00,32100.00,82.52,2025,2025
"TOURISM # 39,000",1,1.00,38850.00,13286.70,34.20,2025,2025
ENOXAGET-60 60MG/0.6ML,2,30.00,38850.00,16650.00,42.86,2025,2025
SDCHECK BLOOD TEST STRIPS GOLD,2,30.00,38740.00,-260.00,-0.67,2023,2025
KATHREX 800MG/160MG (960MG),1,50.00,38700.00,32100.00,82.95,2025,2025
GLIMIDE 5MG,12,218.00,38611.00,32742.00,84.80,2019,2023
ALVICA INTENSE 70ML,7,76.00,38539.96,20679.96,53.66,2024,2025
ANALMIN 500MG,5,50.00,38462.00,35527.00,92.37,2019,2020
VAZI2R 20MG,8,43.00,38312.80,34700.80,90.57,2022,2023
DIALIX 1MG/ML,5,434.00,38065.60,27081.60,71.14,2023,2025
CETOCIN,3,434.00,37900.00,28720.00,75.78,2017,2017
ERGOTEC 125MG,8,404.00,37880.00,27410.00,72.36,2017,2020
BERCEF 50MG DROPS,22,229.00,37788.00,28218.00,74.67,2017,2017
C ZETTE,3,511.00,37780.00,640.00,1.69,2017,2017
STABUFOST-40 40MG,2,22.00,37740.00,28170.00,74.64,2023,2023
"PAGBILAO # 83,090.00",1,1.00,37590.00,-11809.00,-31.42,2024,2024
KETORAN 30MG/ML,2,31.00,37590.00,31390.00,83.51,2021,2022
CO-AXIAL NEEDLE G17 X 9.6CM (CURWAY),1,2.00,37580.00,18700.00,49.76,2025,2025
"PAGBILAO # 37,500.00",1,1.00,37350.00,15126.75,40.50,2024,2024
BP LOW 250MG TAB,5,26.00,37310.00,28470.00,76.31,2019,2020
OXYGEN CANNULA (ADULT) - SURGITECH,4,513.00,37232.50,13800.00,37.06,2018,2020
DIACEF 250MG/5ML,2,230.00,37217.50,29627.50,79.61,2025,2025
MEGACLAV 250MG,4,113.00,37087.00,23527.00,63.44,2022,2022
SYNERMED 200MG/40MG/5ML,42,401.00,37085.00,24636.60,66.43,2018,2020
WELLTRATE 50MG,4,110.01,37050.00,1930.00,5.21,2025,2025
VOLUMETRIC SOLUTION INFUSION SET 120ML (SURGITECH),1,125.00,37000.00,23250.00,62.84,2023,2023
PULSE OXIMTER ADULT (NO BRAND),1,20.00,37000.00,27000.00,72.97,2023,2023
INSTRUMENT TRAY WITH COVER STAINLESS STEEL 10X8X2.5 (OLTEN),2,17.00,36975.00,15130.00,40.92,2025,2025
"PAGBILAO # 37,260.00",1,1.00,36915.00,14950.57,40.50,2024,2024
LORAREX 10MG,4,18.00,36856.00,34426.00,93.41,2021,2022
IV CANNULA G.18 - INTROCAN,3,16.00,36750.00,23950.00,65.17,2023,2023
ZINLUM,3,488.00,36749.84,27721.84,75.43,2019,2019
"PAGBILAO # 37,040.00",1,1.00,36735.00,12563.37,34.20,2025,2025
GLOVES (M),5,40.00,36700.04,12700.04,34.61,2021,2021
CIPROGYL 2MG/ML (200MG/100ML) 100ML,1,1000.00,36620.00,14620.00,39.92,2025,2025
SHARJVAX 3000IU/0.95ML,2,12.00,36600.00,11160.00,30.49,2024,2024
COLGATE FRESH & COOL TOOTHPASTE 50ML,1,650.00,36400.00,0.00,0.00,2019,2019
TOOTHPASTE 50ML/66G - COLGATE,1,650.00,36400.00,8612.50,23.66,2020,2020
PEPTOBURG 3.35G/5ML,2,300.00,36339.00,8115.00,22.33,2025,2025
AUROHEX 4MG,8,24.00,36167.00,12571.73,34.76,2020,2023
NEEDLE TERUMO AGANI - 25G X 5/8 (16MM),2,57.00,36108.00,19578.00,54.22,2021,2021
KATHREX 800/160MG,8,68.00,36085.00,17163.67,47.56,2018,2021
ZINCAVIT 55MG/ML,25,445.00,36044.25,22342.85,61.99,2018,2019
AUTOCLAVE ORMED TAPE 2CM,1,100.00,36000.00,15000.00,41.67,2021,2021
NEBULIZING KIT WITH MASK HEXACARE,1,300.00,36000.00,23700.00,65.83,2023,2023
NEBULIZING KIT,1,300.00,36000.00,24000.00,66.67,2023,2023
NEEDLE HOLDER SIZE 7'' (OLTEN),4,32.00,36000.00,20384.00,56.62,2025,2025
ROVASU10,11,75.00,35953.50,22453.50,62.45,2023,2023
VAGCLR-M,1,40.00,35920.00,-27680.00,-77.06,2024,2024
REAX 5MG SYRUP,3,324.00,35874.00,27846.00,77.62,2020,2021
CLAXIC 125MG/31.25MG/5ML,13,171.00,35850.00,10535.60,29.39,2017,2019
"PAGBILAO # 36,000.00-1",1,1.00,35845.00,7731.09,21.57,2025,2025
WILKINS DISTILLED 1L,1,100.00,35800.00,0.00,0.00,2022,2022
ASTHAVERT-250 25MCG/250MCG,2,72.00,35712.00,16992.00,47.58,2025,2025
DOPNAX 40MG/ML 5ML,3,60.00,35700.00,20700.00,57.98,2023,2023
TROVIPRI 40MG,3,60.00,35685.00,25125.00,70.41,2025,2025
"PAGBILAO # 35,796.00",1,1.00,35645.25,6426.00,18.03,2024,2024
GOZEDINE 35MG,3,35.00,35580.00,20250.00,56.91,2019,2020
SAPHENYTOIN 50MG/ML 2ML,1,20.00,35425.00,22645.00,63.92,2025,2025
STAINLESS SURGICAL KIT,1,5.00,35400.00,-600.00,-1.69,2021,2021
TOMRACIN EYE DROPS,5,160.00,35400.00,3240.00,9.15,2018,2019
SKIN STAPLER,9,45.00,35340.00,17290.00,48.92,2018,2023
CETRINOVA 10MG,6,20.00,35317.00,34517.00,97.73,2022,2022
NICTRAM,2,520.00,35300.00,30620.00,86.74,2017,2017
SILK 2-0 STRANDS TUDOR,2,56.00,35260.00,19580.00,55.53,2023,2023
LESTOR 40MG,2,65.00,35250.00,24525.00,69.57,2025,2025
DISPOSABLE SYRINGE 5CC - TERUMO,2,31.00,35206.00,17146.00,48.70,2020,2021
MABEFLOX,1,40.00,35200.00,34200.00,97.16,2017,2017
QUIX 200MG,2,16.00,35200.00,12240.00,34.77,2018,2018
"PAGBILAO # 35,550.00",1,1.00,35195.00,14253.97,40.50,2024,2024
PULSE OXIMETER PEDIA,3,16.00,35170.00,24770.00,70.43,2023,2025
SAPHRIDONE10MG TAB,14,103.00,35136.00,28732.00,81.77,2018,2023
"PAGBILAO # 35,130.00",1,1.00,35040.00,16795.00,47.93,2025,2025
HYCLENS OB WASH ANTISEPTIC,18,238.00,35032.26,13133.46,37.49,2020,2025
BIOGIC 500MG TAB,1,100.00,35000.00,30200.00,86.29,2022,2022
ARA 50MG,1,50.00,35000.00,30000.00,85.71,2021,2021
2668,1,700.00,35000.00,0.00,0.00,2023,2023
DIGITAL ROOM THERMOMETER,1,17.00,34969.00,24769.00,70.83,2024,2024
SYRINGE 1CC SITI,2,36.00,34900.00,27880.00,79.89,2023,2023
SAPHZINE 10MG,10,34.01,34889.25,33599.43,96.30,2018,2021
ALCOHOL ADAMSON ISOPROPYL 70%,1,400.00,34800.00,18000.00,51.72,2021,2021
DOPAMAX 40MG/ML (200MG/5ML),2,20.00,34800.00,13950.00,40.09,2018,2018
HIV -RAPID TEST CASSETTE - RIGHT SIGN,3,350.00,34770.00,6770.00,19.47,2019,2020
"REAGENT ANTI A,B,D",2,4.00,34766.00,30266.00,87.06,2021,2022
METREX 10MG,8,79.00,34764.50,32034.50,92.15,2019,2020
CONFERENCE CHAIR,1,6.00,34710.00,19710.00,56.78,2022,2022
FENORIX 200MG,2,24.40,34592.50,29541.70,85.40,2025,2025
OFPLEMED 600MG,12,73.00,34563.50,22875.50,66.18,2022,2023
ALGICAP 500MG,30,60.00,34560.25,22645.75,65.53,2017,2018
INK EPSON #003 YELLOW,5,66.00,34428.00,16278.00,47.28,2023,2023
INK EPSON #003 MAGENTA,5,66.00,34428.00,16278.00,47.28,2023,2023
INK EPSON #003 CYAN,5,66.00,34428.00,16278.00,47.28,2023,2023
ASCORSAPH-ZEE 500MG/10MG,1,100.00,34400.00,21500.00,62.50,2025,2025
CEFAZIN 1G,3,201.00,34030.00,15000.00,44.08,2018,2019
STERIL WATER 50ML,11,25.00,34000.00,960.00,2.82,2018,2019
TEGADERM FILM 4X4 - BIG,2,200.00,34000.00,24000.00,70.59,2022,2022
AZMONT 10MG,1,10.00,33990.00,30740.00,90.44,2021,2021
STETHOSCOPE CLASSIC III ADULT (LITTMAN),1,2.00,33990.00,16990.00,49.99,2024,2024
BROADMETZ 100MG/ML,25,409.00,33926.93,22343.50,65.86,2018,2020
DOPAN 40MG/ML (200MG/5ML) 5ML,2,46.00,33900.00,22538.00,66.48,2023,2024
X-RAY CASETTE : 8X10 WITH INTENSIFY SCREEN,2,2.00,33895.00,7905.00,23.32,2025,2025
FEROSE 20MG/ML (100MG/5ML) 5ML,1,80.00,33804.00,8404.00,24.86,2025,2025
MAYO SCISSOR STRAIGHT SIZE 7'' (OLTEN),3,40.00,33660.00,14740.00,43.79,2025,2025
ENOCLEX 60MG,1,15.00,33600.00,6600.00,19.64,2021,2021
SAPHROXOL 75MG,7,36.00,33600.00,16127.50,48.00,2018,2022
"PAGBILAO # 33,750",1,1.00,33547.50,14647.50,43.66,2025,2025
AUTOMATIC BIOPSY NEEDLE G14 X 10CM (CURWAY) 5'S,1,1.00,33490.00,16699.00,49.86,2025,2025
CLOXASAPH - 250,6,509.00,33408.70,20004.70,59.88,2021,2023
K-LYTE 600MG,11,19.00,33389.00,17599.72,52.71,2018,2020
ALL SILICONE DUODENAL TUBE F.16,8,151.00,33371.00,6191.00,18.55,2018,2018
XOPRAZOLE 40MG,7,17.00,33248.00,29154.00,87.69,2018,2019
VICRYL 0-0 ROUND NEEDLE ETHICON,1,2.00,33120.00,23712.00,71.59,2023,2023
VICRYL 3-0 ROUND NEEDLE ETHICON,1,2.00,33120.00,23712.00,71.59,2023,2023
GENTACARE 80MG/2ML (40MG/ML) 2ML,15,111.90,33062.50,27691.30,83.75,2023,2025
SCHEEPRIN 80MG,27,184.20,33044.00,15295.50,46.29,2018,2023
SPASMOSON,3,330.00,33000.00,23760.00,72.00,2017,2017
OXYGEN REGULATOR - FUJIKAWA,1,10.00,33000.00,0.00,0.00,2020,2020
MULTILEM 120ML,4,232.00,32983.50,20339.50,61.67,2019,2020
INSULIN SYRINGE 1CC-SUREGUARD,4,23.00,32925.00,29015.00,88.12,2020,2023
"PAGBILAO # 153,057.00",1,1.00,32861.00,-67323.45,-204.87,2025,2025
GENTACARE 40MG,11,118.00,32856.00,29558.60,89.96,2021,2023
"PPDC # 33,000",1,1.00,32824.00,11225.81,34.20,2025,2025
VERTISAPH-16,8,23.01,32791.00,24977.45,76.17,2022,2023
MOXYLOR 100MG/ML,9,427.00,32763.85,26197.85,79.96,2021,2025
RAPHC ASCORBIC ACID 100MG/5MG,4,495.00,32670.00,21285.00,65.15,2023,2023
HBSAG - RIGHT SIGN,2,330.00,32649.00,10473.00,32.08,2023,2023
KEEF - 125 125MG/5ML,5,87.00,32518.44,24514.44,75.39,2021,2022
DISPOSABLE SYRINGE WITHOUT NEEDLE 50CC/ML (TERUMO),5,28.00,32500.00,15300.00,47.08,2023,2025
CARVIDA,1,100.00,32500.00,23000.00,70.77,2023,2023
TRANSPORE 1 INCH 3M 1527-1,4,30.00,32500.00,13750.00,42.31,2022,2023
FENADEF,3,53.00,32450.00,31490.00,97.04,2017,2017
CALCIFESAPH 600MG/10MCG FILM COATED,1,180.00,32400.00,2160.00,6.67,2023,2023
DENGUE 1G/1GM,2,14.00,32394.00,18594.00,57.40,2022,2023
FACEMASK BLACK 50'S,3,74.00,32340.00,28270.00,87.42,2023,2023
CAPTOBES 25MG,7,70.00,32295.00,30323.00,93.89,2022,2023
DEXTROSE PLAIN 0.9% SODIUM CHLORIDE PNSS 1000ML (EUROMED),5,180.00,32220.00,19188.00,59.55,2024,2025
MULTICAPS,14,77.80,32204.80,26968.12,83.74,2018,2023
MECLOP 5MG/ML 2ML,13,185.00,32095.00,26175.00,81.55,2023,2024
MINERAL WATER 330ML (NATURE SPRING),1,2174.00,32066.50,10326.50,32.20,2024,2024
XYLOCAINE PUMP SPRAY 10% 100MG/ML 50ML,3,16.00,32028.00,-6372.00,-19.90,2023,2025
"PAGBILAO # 32,250",1,1.00,32000.00,10944.00,34.20,2025,2025
OFPLEMED 300MG/5ML SYR,2,250.00,32000.00,19500.00,60.94,2023,2025
LARYNGOSCOPE ADULT,1,1.00,32000.00,24000.00,75.00,2020,2020
NEONATE PULSE OXIMETER PROBE,1,2.00,32000.00,14000.00,43.75,2019,2019
DIGITAL THERMOMETER,9,503.00,31950.00,6800.00,21.28,2018,2018
DIGITAL THERMOMETER (SURGITECH),7,295.00,31932.50,12757.50,39.95,2023,2025
GLOVES (M) - INDOPLAS,5,39.00,31810.00,17770.00,55.86,2020,2023
"PAGBILAO # 32,050",1,1.00,31785.00,14711.10,46.28,2025,2025
"PAGBILAO # 31,800.00",1,1.00,31724.00,8604.00,27.12,2025,2025
MIASYN,3,80.00,31680.00,29479.00,93.05,2022,2023
MILGESIC 250MG/5ML SUS,1,288.00,31680.00,0.00,0.00,2019,2019
CIDEX,1,12.00,31668.00,0.00,0.00,2019,2019
OPIGESIC 125MG,1,30.00,31650.00,16140.00,51.00,2023,2023
NOVAFENAC,3,110.00,31650.00,25600.00,80.88,2023,2023
NOZAL 5MG,20,103.00,31603.85,22362.00,70.76,2017,2017
MASTER PAPER GESTENER CPMT 15,2,4.00,31600.00,27137.92,85.88,2023,2023
XANGINART 35MG,2,116.67,31500.00,21000.00,66.67,2025,2025
SURRMED MEDICAL REGULATOR OXYGEN,1,20.00,31400.00,13400.00,42.68,2023,2023
"SPACE SPRAY CONCENTRATE 0.1% ,6%,10% (SUMIPRO EW )",1,3.00,31350.00,19650.00,62.68,2023,2023
"QMC # 31,500",1,1.00,31350.00,17865.00,56.99,2025,2025
"PAGBILAO # 31,350.00",1,1.00,31230.00,15580.80,49.89,2024,2024
NEUROBE TAB,2,3.50,31200.00,30675.00,98.32,2020,2020
DANOXINE 750MG,1,200.00,31200.00,26200.00,83.97,2018,2018
MUCUZID,1,80.00,31200.00,25600.00,82.05,2022,2022
DISPOSABLE SYRINGE 1CC PARTNERS,1,30.00,31200.00,0.00,0.00,2023,2023
VONWELT PREDNISONE 10MG,6,165.00,31173.00,13528.00,43.40,2019,2025
LED LAMP,2,100.00,31150.00,18250.00,58.59,2022,2022
SAPHROXOL 30MG,9,39.00,31120.00,29950.00,96.24,2018,2019
KLEVRA 500MG,1,80.00,31104.00,15504.00,49.85,2025,2025
PARTEN 50G,2,45.00,31100.00,26480.00,85.14,2020,2020
ELCILIN 250MG,5,30.00,31066.40,25216.40,81.17,2023,2024
DISPOSABLE SYRINGE 1CC - TERUMO,5,35.50,31010.00,10093.33,32.55,2020,2023
KIDIMEED C PLUS 60ML,2,215.00,30990.00,26475.00,85.43,2025,2025
"LEUKOPLAST 2"" (5CMX5M) 01524-0",8,23.00,30966.00,24686.00,79.72,2021,2025
FLOXA 200,4,13.00,30900.00,27232.00,88.13,2018,2019
"PAGBILAO # 31,075",1,1.00,30875.75,9160.75,29.67,2025,2025
SALMOGEN 500MG,9,38.00,30838.16,18298.16,59.34,2017,2021
"PAGBILAO # 31,075.00",1,1.00,30835.00,10410.00,33.76,2024,2024
DEXTROSE 5% IN LACTATED RINGERS D5LR 1000ML (EUROMED),6,186.00,30814.74,17980.74,58.35,2024,2024
INDUSTRIAL FAN,1,2.00,30790.00,18794.00,61.04,2022,2022
COTTON ROLL 400G (TENDERSOFT),4,109.00,30765.00,14415.00,46.86,2023,2025
"QMC # 31,500.00",1,1.00,30750.00,20415.00,66.39,2025,2025
REAGENT STRIPS FOR URINALYSIS,2,25.00,30720.00,21970.00,71.52,2022,2022
FEROLEM 150MG,9,962.00,30688.00,12456.00,40.59,2019,2023
DIASTATIN 40MG,6,65.00,30673.50,23865.50,77.80,2019,2023
CENDALEX 125MG/5ML,26,284.00,30610.00,20670.00,67.53,2017,2019
WHEEL CHAIR ADULT,2,4.00,30600.00,16600.00,54.25,2020,2025
IV CANNULA LUER LOCK WITHOUT INJECTION VALVE G.26,2,10.00,30600.00,-16900.00,-55.23,2023,2023
ALCOHOL ISOPROPHYL 70% - ANGEL,2,42.00,30520.00,13510.00,44.27,2021,2023
ACTEINSAPH-600MG,2,93.10,30500.00,17150.00,56.23,2023,2023
JOSILVITE,8,35.00,30445.00,18195.00,59.76,2018,2019
OXYGEN MASK PEDIA (SURGITECH),4,450.00,30424.50,14224.50,46.75,2025,2025
NOVAC PLUS 1G/500MG,3,480.00,30422.40,8822.40,29.00,2025,2025
VOLUMETRIC SET 150ML POLYMED,1,200.00,30400.00,8800.00,28.95,2023,2023
"WOODEN APPLICATOR STICK 6""- PARTNERS",2,51.00,30390.00,23935.00,78.76,2021,2023
ZETIFEN 125MG/5ML SYR,42,428.00,30323.65,16791.60,55.37,2018,2022
FOLEY CATHETER LATEX SILICON COATED FR. 16,3,30.25,30262.50,26131.25,86.35,2020,2021
ALLUPREX 100MG,6,46.00,30240.00,27140.00,89.75,2021,2023
ETHYL ALCOHOL 70% 500ML (ALCORIGHT),1,200.00,30200.00,18200.00,60.26,2023,2023
HYCLENS GARGLE 0.12% 60ML,17,185.00,30167.40,18142.40,60.14,2023,2025
DISPOSABLE SYRINGE WITHOUT NEEDLE 30CC/ML (TERUMO),5,21.00,30120.00,16720.00,55.51,2023,2024
APTRADOL 50MG,13,39.00,30070.40,16615.40,55.26,2021,2023
ACCELAC 3.35G/5ML,8,110.00,30045.00,16130.00,53.69,2021,2022
KETSOKANT 20MG/G(2% W/W),1,200.00,30000.00,22200.00,74.00,2025,2025
NEBULIZER ROSS MAX,1,5.00,30000.00,16250.00,54.17,2020,2020
INTRAVENOUS SET,1,50.00,30000.00,20000.00,66.67,2020,2020
EDAN IM8B PATIENT MONITOR REPAIR,1,2.00,30000.00,3500.00,11.67,2023,2023
FOLLEY CATHETER FR 16 (NO BRAND),2,410.00,30000.00,17700.00,59.00,2022,2023
"QMC # 30,270",1,1.00,30000.00,13198.00,43.99,2024,2024
COMPUTER INK #664 EPSON,3,64.00,29990.00,13158.00,43.87,2023,2023
RIGHTSIGN VDRL KIT,1,300.00,29985.00,16485.00,54.98,2023,2023
GLOVES(S) 7.0 HEXACARE,1,20.00,29960.00,15160.00,50.60,2022,2022
VACUTAINER LAVENDER TOP EDTA K3 3ML 100'S (VACUGEN),1,50.00,29950.00,5350.00,17.86,2025,2025
BETZINE 16MG,11,18.00,29889.65,22869.65,76.51,2021,2023
VAZI2R 80MG,7,56.00,29887.00,13367.00,44.73,2025,2025
COPY PRINTER INK GESTERNER CP17,2,4.00,29860.00,5524.64,18.50,2023,2023
"PPDC # 30,000",1,1.00,29850.00,10208.70,34.20,2025,2025
BICARBISAPH 84MG/ML 20ML,3,1.80,29804.40,14684.40,49.27,2023,2024
FLUIMUCIL 100MG,3,12.00,29700.00,23252.00,78.29,2019,2023
COFMED 50MG TAB,3,35.00,29660.00,12685.00,42.77,2019,2019
GLOVES SMALL NITRILE NONSTERILE (INDOPLAS),1,120.00,29640.00,5640.00,19.03,2023,2023
"XYLODENT 20MG/ML (2%)/1: 100,000 1.8ML",4,20.00,29608.00,12208.00,41.23,2025,2025
CAPILLARY TUBE,6,42.00,29590.00,7090.00,23.96,2020,2022
SPINAL NEEDLE G25X90MM(ORMED),4,3.00,29577.00,17577.00,59.43,2025,2025
VICOLAX 50MG/1MG/5ML,17,384.00,29568.00,20352.00,68.83,2018,2018
MAZINE 10MG/G 20G,9,122.00,29524.50,22862.50,77.44,2023,2025
SAPHVAS - 20,8,42.00,29484.00,26208.00,88.89,2022,2023
PRINTER EPSON L3110,1,2.00,29430.00,14240.00,48.39,2020,2020
KELLY PAD,3,13.00,29406.00,17876.00,60.79,2019,2023
MULTILEM CAP,4,257.44,29387.00,22693.56,77.22,2018,2019
AXMEL 250MG/ML SUSP,9,603.00,29287.50,19577.05,66.84,2019,2022
RESPINAL 125MG/5ML,30,242.00,29280.00,19857.94,67.82,2017,2021
ALLERCHEM 5MG/5ML,4,302.00,29254.00,23667.00,80.90,2025,2025
BANDAGE SCISSOR SIZE 7'' (OLTEN),1,30.00,29220.00,12900.00,44.15,2025,2025
SPIROPHIL 25MG,3,20.00,29180.00,23690.00,81.19,2024,2025
VITAFER OB,22,47.00,29135.50,21850.50,75.00,2018,2019
SPINAL NEEDLE - BRAUN,2,4.00,29020.00,7510.00,25.88,2018,2018
SUCTION MACHINE,1,2.00,29000.00,20000.00,68.97,2020,2020
ISOPROPHYL ALCOHOL 70% 500ML (SAFEWELL),2,200.00,29000.00,19000.00,65.52,2025,2025
"PAGBILAO # 29,156",1,1.00,28952.00,13704.37,47.33,2025,2025
MANNITOL 500ML,2,120.00,28944.00,6744.00,23.30,2022,2023
"QMC # 141,140.00",1,1.00,28930.00,-53435.00,-184.70,2025,2025
COTTON BALLS - HAPPY 150BALLS,1,144.00,28800.00,24696.00,85.75,2021,2021
NEBULIZER KIT W/ MOUTH PC - ORMED,1,300.00,28800.00,0.00,0.00,2019,2019
APREZOBAS HYDRAZALINE 20MG,6,31.00,28790.00,22505.00,78.17,2022,2023
ARMY NAVY 8''X1/2''X1/4'',2,20.00,28720.00,10760.00,37.47,2025,2025
NON VENTED MASK SMALL (EASEFIT),3,4.00,28700.00,10700.00,37.28,2023,2024
