product_name,total_transactions,total_quantity,total_net_sales,total_gross_margin,gross_margin_pct,first_year,last_year
RED CANE VINEGAR 950,1,24.00,3000.00,0.00,0.00,2019,2019
RED CANE VINEGAR 985ML,1,24.00,3000.00,0.00,0.00,2019,2019
AMBU BAG PEDIATRIC PROHEALTH CARE,1,1.00,3000.00,2320.00,77.33,2023,2023
INSTANT COLD PACK,1,25.00,3000.00,0.00,0.00,2025,2025
HEMOSTAPH,2,300.00,2994.00,2139.00,71.44,2017,2017
VONWELT ASCORBIC ACID 500MG,1,3.00,2986.50,2809.50,94.07,2020,2020
"PAGBILAO # 3,000.00",1,1.00,2985.00,521.00,17.45,2025,2025
SELECAP 400MG,1,5.00,2981.25,2231.25,74.84,2019,2019
KIDICOT 250MG,1,24.00,2976.00,0.00,0.00,2020,2020
MUCOMED 25MG,5,20.00,2972.00,1883.00,63.36,2018,2023
3M RESPINAL SURGICAL MASK,1,18.00,2970.00,0.00,0.00,2019,2019
ACURIUM,1,5.00,2950.00,2015.00,68.31,2017,2017
LIQUID HAND SOAP 750ML (BODY TREATS),1,10.00,2950.00,1820.00,61.69,2023,2023
SAPHIXIME 400 MG,1,5.00,2950.00,2360.00,80.00,2022,2022
SAPHLOR-100 100MG,4,9.00,2946.75,1578.75,53.58,2023,2024
HISTAZYN 12.5MG/5ML,2,110.00,2940.00,1631.00,55.48,2023,2023
FLUIFORT-M 250MG SUS,2,32.00,2920.00,1800.00,61.64,2021,2022
"PAGBILAO # 3,150",1,1.00,2913.75,996.50,34.20,2025,2025
SOCORRO 5MG,2,3.00,2907.00,1964.52,67.58,2022,2023
CA - GLUCO,1,10.00,2900.00,1950.00,67.24,2017,2017
LETTER ENVELOPE LONG,4,402.00,2900.00,2019.62,69.64,2023,2023
ENDOTRACHEAL TUBE PARTNERS 2.0,3,24.00,2899.00,1795.00,61.92,2023,2023
ALCOHOL - ALCOPLUS ETHYL ALCOHOL,2,15.00,2898.95,1473.95,50.84,2021,2021
TOBRADEPORS 5ML,1,10.00,2892.50,2372.50,82.02,2025,2025
METRONIDAZOLE 125MG/5ML,1,36.00,2880.00,1935.00,67.19,2017,2017
KLARITHIX,1,60.00,2880.00,2329.80,80.90,2017,2017
DIANAPRIL-5,2,410.00,2880.00,2020.00,70.14,2023,2023
CLONIN,2,151.00,2880.00,2019.50,70.12,2017,2017
HYCLENS GARGLE,2,22.00,2859.98,1429.98,50.00,2018,2018
SUCTION CATHETER - SURGITECH - FR#8,2,130.00,2851.00,1111.00,38.97,2021,2023
MICROSCOT,1,10.00,2850.00,2000.00,70.18,2017,2017
NON-REBREATHING MASK PEDIA (ORMED),1,15.00,2850.00,1200.00,42.11,2023,2023
TUDOR 3/0 CHROMIC BROWN DVR-4682 (A-B),3,4.00,2850.00,1850.00,64.91,2022,2023
SYLVITE,2,30.00,2850.00,2220.00,77.89,2017,2017
CHROMIC 4-0 CUTTING,1,5.00,2850.00,1450.00,50.88,2022,2022
ORABAC 200MG/5ML,2,28.00,2821.00,1365.00,48.39,2025,2025
ENDOTRACHEAL TUBE UNCUFFED 4.0MM (INDOPLAS),2,31.00,2820.00,1394.00,49.43,2023,2023
BATTERY 9VOLTS (EVEREADY),1,6.00,2820.00,2190.00,77.66,2023,2023
RAMTREX,2,11.00,2817.50,1715.50,60.89,2021,2023
XYCLOVIRAX 400MG,3,16.66,2815.00,-452.10,-16.06,2025,2025
DISPOSABLE SYRINGE/TUBERCULIN 1CC 26GX1/2 (SITICARE),2,7.00,2808.50,1058.50,37.69,2023,2024
BALLPEN RETRACTABLE BLACK 50'S (MATRIX),1,10.00,2800.00,900.00,32.14,2024,2024
DIACLID,1,500.00,2800.00,1825.00,65.18,2017,2017
LINNOXZIL 50MG/ML,2,16.00,2800.00,1808.00,64.57,2017,2017
FOLISAPH 5MG,1,10.00,2800.00,1720.00,61.43,2023,2023
BATTERY AAA EVEREADY 2S,1,20.00,2800.00,1400.00,50.00,2023,2023
TEST TUBE RACK,2,7.00,2800.00,-1190.00,-42.50,2022,2023
CLODIN 150MCG,1,2.00,2800.00,1974.00,70.50,2025,2025
NOVAFENAC 25MG/ML 3ML,2,15.00,2790.50,1915.50,68.64,2023,2025
AMLOVIN 10MG,4,3.90,2790.00,75.00,2.69,2018,2019
FEDEMOL 250MG/5ML 60ML SYRUP,1,100.00,2790.00,1290.00,46.24,2025,2025
AURORA 10MG,1,1.00,2785.00,2363.00,84.85,2021,2021
DIFLU 150MG CAP,2,16.33,2783.20,163.20,5.86,2025,2025
ULTRASOUND TRANSMISSION GEL 5 LITERS,2,2.00,2770.00,1610.00,58.12,2025,2025
WALIS TAMBO (SOFT),1,15.00,2760.00,510.00,18.48,2023,2023
TUDOR CHROMIC PLAIN 2-0,1,6.00,2760.00,660.00,23.91,2023,2023
TUDOR- CHROMIC 1/0 ROUND,1,6.00,2760.00,960.00,34.78,2023,2023
ENDOTRACHEAL TUBE PARTNERS 7.0,2,24.00,2756.00,1316.00,47.75,2023,2023
WOK ASD CHEF CLASSIC 32CM,1,1.00,2751.60,1375.80,50.00,2021,2021
GENERIC MEBENDAZOLE 100MG,3,56.00,2750.00,1709.00,62.15,2020,2022
FOLEY BALLOON CATHETER FR.12 2WAY 30ML (KENXIN),1,50.00,2750.00,1150.00,41.82,2023,2023
CAUTERY PAD (ORMED),1,5.00,2750.00,800.00,29.09,2023,2023
BLOXOL 30MG,3,6.00,2744.00,0.00,0.00,2018,2019
BP CUFF ADULT (DENJECT),1,20.00,2740.00,440.00,16.06,2023,2023
VONWELT PREDNISONE 10MG TAB,4,12.00,2728.50,1898.50,69.58,2019,2023
DISPOSABLE DIAPER ADULT MEDIUM (HEXACARE),3,7.00,2726.40,1522.40,55.84,2024,2025
TEMPAID 100MG,3,84.00,2720.00,1733.00,63.71,2023,2023
SANOXIN-1000,1,10.00,2720.00,1360.00,50.00,2023,2023
XYCLOVIRAX 200MG,2,2.00,2720.00,2150.00,79.04,2020,2023
FUJI X-RAY FILM 10X12,1,1.00,2720.00,620.00,22.79,2023,2023
STALPRIL-10 10MG,1,4.00,2720.00,-200.00,-7.35,2019,2019
SOLZINC 29.27MG DROPS,2,32.00,2720.00,1888.00,69.41,2019,2020
LEFESONE 10MG/5ML,1,20.00,2705.00,1625.00,60.07,2025,2025
"AUTOCLAVE TAPE 1""",1,5.00,2700.00,1450.00,53.70,2022,2022
ARTERY FORCEP 8 1/2 OLTEN,1,1.00,2700.00,2032.00,75.26,2022,2022
GLOVES MEDIUM NITRILE NONSTERILE (DR.GREG),2,6.00,2700.00,1500.00,55.56,2024,2024
PLASTIC ENVELOPE ORD. G-4,1,180.00,2700.00,1350.00,50.00,2023,2023
IV CANNULA PRIMAFLON 24G,1,1.00,2700.00,0.00,0.00,2023,2023
GLOVES LARGE LATEX NONSTERILE (DR.CARE),1,10.00,2700.00,700.00,25.93,2023,2023
MICROPORE,3,4.00,2700.00,0.00,0.00,2018,2019
INOXIN 250MCG,3,3.00,2700.00,610.00,22.59,2018,2018
1KG GRANULES WHITE CHLORINE,1,10.00,2700.00,1500.00,55.56,2023,2023
GLOVES GREAT LOVE 6.5,1,1.00,2699.00,2249.00,83.33,2020,2020
SURGICAL BLADES SURGITECH #20,2,2.00,2698.00,2138.00,79.24,2023,2023
MYREX 250MG/5ML,2,25.00,2695.00,2320.00,86.09,2023,2024
3% SULFOSALICYLIC ACID 150ML,1,1.00,2684.00,2363.00,88.04,2022,2022
NICARDIMED 1MG/ML (10MG/ML),1,2.00,2680.00,1470.00,54.85,2021,2021
ENDOTRACHEAL TUBE CUFFED 8.0MM (ORMED),1,30.00,2670.00,1290.00,48.31,2023,2023
COCINE 50MG/ML (100MG/2ML),1,2.00,2668.00,1914.00,71.74,2024,2024
IMMERSION OIL 30CC,1,1.00,2665.00,865.00,32.46,2021,2021
CAPTOR,1,500.00,2650.00,2240.00,84.53,2017,2017
YELLOW TOP : GEL CLOT ACTIVATOR TUBE 0.5ML (KINGMED),1,5.00,2650.00,-600.00,-22.64,2025,2025
DETERGENT POWDER 900GRMS,1,16.00,2640.00,0.00,0.00,2019,2019
POLO SHIRT WITH PRINT ALL SIZES,1,6.00,2640.00,840.00,31.82,2023,2023
ENDOTRACHEAL TUBE UNCUFFED 2.5MM (INDOPLAS),1,30.00,2640.00,1260.00,47.73,2023,2023
ENDOTRACHEAL TUBE UNCUFFED 2.0MM (INDOPLAS),1,30.00,2640.00,1260.00,47.73,2023,2023
XYCLOVIRAX 400MG TAB,2,11.00,2640.00,495.00,18.75,2019,2019
INK 001 BLACK (EPSON),1,5.00,2625.00,375.00,14.29,2024,2024
PAPER TOWEL 175PULL-UPS 200MMX200MM (BONUS),1,15.00,2625.00,1953.75,74.43,2023,2023
ARIEL DETERGENT POWDER,1,16.00,2624.00,2456.00,93.60,2019,2019
ZETIFEN 100MG,1,45.00,2610.00,1854.00,71.03,2017,2017
AIR FRESHENER AEROSOL 280ML (JELLY BELLY),1,15.00,2610.00,135.00,5.17,2023,2023
INSULIN SYRINGE WITH NEEDLE 1CC 29GX5/8 (INDOPLAS),1,5.00,2610.00,860.00,32.95,2025,2025
ENERKIDS PLUS,1,51.00,2601.00,1147.50,44.12,2023,2023
SPOOL COTTON TREAD SIZE 2.0,1,40.00,2600.00,-200.00,-7.69,2023,2023
INK #003 YELLOW (EPSON),1,4.00,2600.00,1500.00,57.69,2023,2023
INK #003 BLACK (EPSON),1,4.00,2600.00,1560.00,60.00,2023,2023
INK #003 CYAN (EPSON),1,4.00,2600.00,1500.00,57.69,2023,2023
INK #003 MAGENTA (EPSON),1,4.00,2600.00,1500.00,57.69,2023,2023
AMINOSOL,1,50.00,2600.00,1800.00,69.23,2017,2017
COBBAL,1,10.00,2600.00,1920.00,73.85,2017,2017
LOWAS 10MG,2,8.00,2600.00,1360.00,52.31,2018,2018
FLUCONABAS,1,20.00,2600.00,2200.00,84.62,2017,2017
ENDOTRACHEAL TUBE PARTNERS 6.0,2,21.00,2590.00,1624.00,62.70,2023,2023
ENDOTRACHEAL TUBE CUFFED 5.0MM (ORMED),1,29.00,2581.00,1247.00,48.31,2023,2023
ENDOTRACHEAL TUBE PARTNERS 4.0,2,21.00,2580.00,1320.00,51.16,2023,2023
NELATON CATHETER FR.8 (ORMED),3,50.00,2570.00,1870.00,72.76,2024,2025
TRASH BAG - YELLOW - MEDIUM,1,4.00,2556.00,1956.00,76.53,2022,2022
SURGICAL SCISSOR (STRAIGHT MAYO) STAINLESS STEEL OLTEN,2,6.00,2550.00,1950.00,76.47,2023,2023
CHLORAMPHENICOL 125MG SUSP CHLOROLEM,1,50.00,2550.00,800.00,31.37,2023,2023
DISPOSABLE NEEDLE G20 (INDOPLAS),1,12.00,2532.00,732.00,28.91,2025,2025
ELAVIL 300MG,2,6.00,2523.50,0.00,0.00,2019,2019
J. CHEMIE HYDROGEN PEROXIDE 120ML,1,24.00,2520.00,0.00,0.00,2019,2019
GASTROCIN 225MG/200MG/5ML 120ML,2,45.00,2508.75,-191.25,-7.62,2023,2025
ELASTIC BANDAGE 3X5 (INDOPLAS),3,80.00,2504.00,584.00,23.32,2024,2025
PHILCLOX,1,500.00,2500.00,1675.00,67.00,2017,2017
DISPOSABLE BABY DIAPER SMALL NON WOVEN (HEXACARE),1,5.00,2500.00,1500.00,60.00,2024,2024
HEMOVIT 325MG,1,5.00,2500.00,2025.00,81.00,2021,2021
CETOCIN 10IU/ML,2,2.00,2500.00,1130.00,45.20,2018,2018
AIR PURIFIER - KAISA VILLA,1,1.00,2500.00,1300.00,52.00,2021,2021
ANALMIN,1,1000.00,2500.00,1920.00,76.80,2017,2017
IRBEQ 300MG,1,1.00,2500.00,1745.00,69.80,2023,2023
DISPOSABLE SYRINGE 50CC 21GX1-1/2 (COSMED),1,5.00,2500.00,1250.00,50.00,2023,2023
ADULT IDENTIFICATION BRACELET TOPCARE,1,5.00,2500.00,970.00,38.80,2023,2023
METRAM 500MG,1,20.00,2500.00,840.00,33.60,2025,2025
KINGFLOXACIN,1,2.00,2500.00,2499.98,100.00,2019,2019
URISOL 100MG TAB,4,13.00,2490.00,1688.00,67.79,2023,2025
FOLDED CLIP BOARD PLASTIC,1,10.00,2490.00,1870.00,75.10,2023,2023
ROOM THERMOMETER DIGITAL HYDROMETER,2,4.00,2488.00,-312.00,-12.54,2023,2023
"PAGBILAO # 2,490.00",1,1.00,2481.00,1202.00,48.45,2025,2025
PARACETAMOL MYREX 250MG/5ML,3,71.00,2480.00,1415.00,57.06,2022,2023
GLASS SLIDE FROSTED-GROUND,2,10.00,2475.00,1875.00,75.76,2022,2022
VITCEE ASCORBIC ACID 100MG DROPS,2,40.00,2470.00,1870.00,75.71,2021,2022
GLOVES VINYL MEDIUM - DR. CARE,1,5.00,2470.00,1570.00,63.56,2020,2020
GLOVES MEDIUM LATEX NONSTERILE (PROCARE),1,10.00,2470.00,470.00,19.03,2023,2023
SAPHCLAZIDE-80,1,4.00,2468.00,2048.00,82.98,2023,2023
SITIFIX 100MG/5ML,1,24.00,2467.68,595.68,24.14,2025,2025
TELSITAN-40,1,1.00,2450.00,2246.00,91.67,2023,2023
LAID CANON LONG 85GSM,2,50.00,2450.00,575.00,23.47,2022,2023
GLOVES MEDIUM LATEX NONSTERILE (SCHULLERMED),1,10.00,2450.00,250.00,10.20,2025,2025
ZELECTA 400MG,3,4.00,2430.00,202.50,8.33,2018,2019
DOBUBAX 12.5MG/ML 20ML,2,10.00,2430.00,1050.00,43.21,2023,2023
CHROMIC 3/0 ROUND BROWN (TUDOR),2,5.00,2426.00,0.00,0.00,2023,2023
BLOOD TYPING SERA : ANTI C 1X10ML (EPICLONE),1,3.00,2421.00,321.00,13.26,2025,2025
CEFUCAPH,1,50.00,2420.00,1970.00,81.41,2017,2017
FERROUS 220MG/5ML,2,110.00,2420.00,550.00,22.73,2018,2018
MILGESIC FORTE 500MG TAB,4,22.00,2410.00,1376.00,57.10,2023,2024
BALLPEN ORDINARY FINE POINT 0.5 BLACK (FLEXSTICK),2,185.00,2410.00,1207.50,50.10,2023,2023
HYDROGEN PEROXIDE 3% 10VOL (AGUAPER),1,24.00,2400.00,-5280.00,-220.00,2024,2024
EUROMED 0.9% SODIUM CHLORIDE 9MG/ML 50ML,1,30.00,2400.00,1215.00,50.63,2024,2024
PNSS 500ML,1,20.00,2400.00,800.00,33.33,2021,2021
ZOEY PHOTO PAPER A-4 180GSM,1,30.00,2400.00,900.00,37.50,2023,2023
SPECIMEN CUP NON STERILE GREEN 60ML,2,600.00,2400.00,-1200.00,-50.00,2023,2023
NIPPLE & CUT CONNECTOR,1,3.00,2400.00,1200.00,50.00,2020,2020
LACTATED RINGERS SOLUTION,2,48.00,2400.00,120.00,5.00,2018,2018
NURAMINE FORTE,2,2.00,2400.00,0.00,0.00,2019,2019
GENTACARE,2,80.00,2400.00,0.00,0.00,2017,2017
METOPROLOL 500MG - RITEMED,2,80.00,2400.00,2140.00,89.17,2019,2020
EDIXIN 250MG/5ML,1,50.00,2400.00,850.00,35.42,2025,2025
DISPOSABLE DIAPER ADULT LARGE (EVERWELL),2,6.00,2398.20,1378.20,57.47,2024,2025
SKANT 250MG TAB,1,3.00,2397.75,1413.75,58.96,2025,2025
X-RAY FILM DEVELOPER POWDER,1,2.00,2397.60,477.60,19.92,2023,2023
CLODIN 150MG TAB,2,2.00,2390.00,1530.00,64.02,2023,2023
FACE MASK NONE WOVE EARLOOP OF 3 PLY BLUE -SURGITECH,8,22.00,2390.00,1400.00,58.58,2018,2020
K-ZOL,2,23.00,2371.00,1569.00,66.17,2022,2023
CAPILLARY NA-HEPARINIZED MICRO HAEMATOCRIT : RED TIN TUBE (HIRSCHMAN),1,10.00,2370.00,570.00,24.05,2025,2025
SURGICAL BLADES S15 (PARTNERS),3,6.00,2364.00,744.00,31.47,2025,2025
LED LIGHT BULB 15WATTS,1,10.00,2350.00,850.00,36.17,2024,2024
LED LIGHT BULB 9WATTS,1,10.00,2350.00,1350.00,57.45,2024,2024
CONTRACTION GLOVES RUBBER PALM COATED HEAVY DUTY,1,10.00,2350.00,1760.00,74.89,2023,2023
METOCLOSIL 5MG/ML,1,5.00,2349.75,2024.75,86.17,2022,2022
BOUQUET FLOWERS,1,3.00,2340.00,840.00,35.90,2022,2022
LYSOL 1GAL,1,1.00,2340.00,340.00,14.53,2020,2020
RAPH C 100MG/5ML 60ML,1,36.00,2340.00,1683.00,71.92,2025,2025
PORFEVER 150MG/ML,3,34.00,2335.20,1103.20,47.24,2023,2023
TERMAGEN 100MG/ML DROPS,2,48.00,2330.40,1524.00,65.40,2017,2017
AMBU BAG MANUAL RESUSCITATOR ADULT-PARTNERS,1,1.00,2329.00,829.00,35.59,2023,2023
AMBU BAG MANUAL RESUSCITATOR PEDIA-PARTNERS,1,1.00,2329.00,679.00,29.15,2023,2023
KIDDIREL 15ML,3,27.00,2328.00,1221.00,52.45,2023,2025
NON-REBREATHING MASK ADULT (ORMED),2,15.00,2325.00,825.00,35.48,2023,2023
COMBIZOLE 800/160MG,1,3.00,2325.00,1950.00,83.87,2022,2022
SUPRAFIX DS 100MG/5ML SUSPENSION,1,20.00,2320.00,440.00,18.97,2023,2023
ROVASU-20 20MG,1,4.00,2318.40,1034.40,44.62,2023,2023
ELASTIC BANDAGE 6X5 (INDOPLAS),2,56.00,2312.00,-376.00,-16.26,2025,2025
COTTON BALLS- TENDERSOFT 300'S,3,25.00,2310.00,310.00,13.42,2023,2023
FOLDER 14PTS SHORT,4,5.00,2306.00,931.00,40.37,2023,2023
"X-RAY FILM ENVELOPE 10""X 12""",2,5.00,2303.00,803.00,34.87,2023,2023
GOPRIME IV,1,5.00,2300.00,1150.00,50.00,2024,2024
LUBRICATING JELLY 3G (SURGITECH),1,2.00,2300.00,800.00,34.78,2023,2023
COTTON BALLS- TENDERSOFT,1,20.00,2300.00,-1280.00,-55.65,2022,2022
LIDOPHIL 20MG/ML (2% W/V),1,20.00,2280.00,1400.00,61.40,2024,2024
BATUTA,1,12.00,2280.00,1320.00,57.89,2023,2023
SUREGUARD PREGNANCY RAPID TEST CASSETTE,3,6.00,2280.00,0.00,0.00,2022,2022
LAMPIN FABRIC CLOTH GAUZE SIZE 38X16'',1,5.00,2275.00,525.00,23.08,2023,2023
TUDOR - SILK BLACK BRAIDED NON ABSORBABLE SUTURE 2-0 CURVED CUTTING - 75CM,1,3.00,2250.00,1500.00,66.67,2023,2023
ZANTRACID,1,5.00,2250.00,2075.00,92.22,2018,2018
ZANTRICID 25MG/ML,1,5.00,2250.00,2075.00,92.22,2018,2018
KARVIDOL 25MG,3,4.00,2250.00,1905.00,84.67,2020,2023
EXPANDABLE PLASTIC ENVELOPE LONG,1,150.00,2250.00,-300.00,-13.33,2023,2023
ZENOBLOC 50,1,500.00,2250.00,1525.00,67.78,2017,2017
PHENEREX,2,3.00,2250.00,1800.00,80.00,2022,2023
MEDIPLAST ASSORTED,1,14.00,2250.00,1525.50,67.80,2022,2022
GLOVES (M) - DR. CHOICE,2,5.00,2250.00,975.00,43.33,2022,2022
CEFRALON 500MG,1,1.00,2250.00,1503.00,66.80,2017,2017
NUTRI Z 250ML,1,12.00,2244.00,1440.00,64.17,2017,2017
(L) DISPOSABLE GLOVES VINYL AIEL,1,8.00,2240.00,0.00,0.00,2022,2022
DEBTAN,1,1400.00,2240.00,1890.00,84.38,2017,2017
HYCLENS WOUND SPRAY 120ML AEROSOL,2,4.00,2240.00,0.00,0.00,2023,2023
LIDOCANE 2%,1,15.00,2235.00,1560.00,69.80,2017,2017
PROPOFOL 10MG/ML (20MG/20ML),1,6.00,2220.00,1560.00,70.27,2023,2023
DOMEX - 1LITER,1,5.00,2220.00,1362.50,61.37,2022,2022
ERGOMET 200MCG/ML,1,7.00,2218.30,692.30,31.21,2025,2025
FORAIR 250 25MCG/250MCG,1,5.00,2200.00,675.00,30.68,2021,2021
SPUTUM CUP BLUE,1,50.00,2200.00,1975.00,89.77,2023,2023
LORASAPH 10MG TAB,1,10.00,2200.00,1150.00,52.27,2023,2023
GENERIC DOXYCYCLINE 100MG,1,1.00,2200.00,2110.00,95.91,2020,2020
OXYNOX,2,8.00,2200.00,772.00,35.09,2018,2018
ECG PAPER 63X30,1,20.00,2200.00,900.00,40.91,2023,2023
CAUTERY PENCIL (ELECTRO SURGICAL PRODUCTS),1,4.00,2200.00,600.00,27.27,2023,2023
SPECIMEN CUP WITH CALIBRATION,1,50.00,2200.00,1850.00,84.09,2022,2022
LIVER GOLD,1,2.00,2200.00,1360.00,61.82,2019,2019
DISPOSABLE SYRINGE WITH NEEDLE 5CC- LUER LOCK TIP (TERUMO),1,2.00,2196.00,696.00,31.69,2025,2025
MYREVIT-C 500MG TAB,3,110.00,2195.00,1735.00,79.04,2023,2025
AGORAM 50MG CAP,1,10.00,2192.50,922.50,42.08,2025,2025
FOLDER W/ TAB LEGAL 100'S/PACK,1,5.00,2175.00,-175.00,-8.05,2023,2023
AMIODEX 50MG/ML (150MG/3ML),1,0.50,2171.25,1288.75,59.36,2025,2025
ARMSLING LARGE,2,18.00,2160.00,1296.00,60.00,2024,2024
ASMAMED,1,60.00,2160.00,0.00,0.00,2019,2019
POVIDONE IODINE 60ML,2,24.00,2160.00,540.00,25.00,2018,2018
COLORED FOLDER DIVIDER LEGAL,2,10.00,2160.00,1880.00,87.04,2023,2023
FANCY FOLDER LEGAL,3,4.00,2155.00,355.00,16.47,2023,2023
HYCLENS 0.12% GARGLE 500ML,1,3.00,2154.00,0.00,0.00,2019,2019
BLOOD TYPING SERA : ANTI A 1X10ML (EPICLONE),1,3.00,2151.00,411.00,19.11,2025,2025
BLOOD TYPING SERA : ANTI B 1X10ML (EPICLONE),1,3.00,2151.00,411.00,19.11,2025,2025
WHITE LED 85% ENERGY SAVINGS MERCURY FREE 12 WATTS FIREFLY,1,10.00,2140.00,650.00,30.37,2023,2023
TAMSUSAPH 400MCG,1,1.00,2130.00,1595.00,74.88,2023,2023
FOLDER ORDINARY WHITE LONG 100'S,3,3.50,2130.00,305.00,14.32,2023,2024
BABY WIPES,3,56.00,2128.00,448.00,21.05,2023,2023
PIPETTE TIPS:BLUE WITHOUT CROWN 1000UL 500'S,1,5.00,2125.00,625.00,29.41,2025,2025
BAYGON - MULTI INSECT KILLER 465G,2,53.00,2124.00,1271.08,59.84,2022,2023
FLORVAST 80 - 80MG,1,1.00,2121.00,1586.00,74.78,2023,2023
"NYSTRIN 100,000 IU/ML",2,14.00,2119.40,887.40,41.87,2025,2025
FOLDER A4,3,53.00,2119.00,1589.00,74.99,2022,2023
ACETIC ACID 5%,1,3.00,2106.00,1293.75,61.43,2021,2021
BICARGEN 650MG TAB,3,16.67,2105.00,1000.00,47.51,2024,2025
WALIS TINGTING,2,60.00,2100.00,300.00,14.29,2023,2023
SHOECOVER,2,8.00,2100.00,-140.00,-6.67,2023,2023
METSOBET 1G,1,30.00,2100.00,1260.00,60.00,2023,2023
FOLEY BALLOON CATHETER SILICONE COATED 2 WAY FR.16 - SIMPLEX,1,20.00,2100.00,1450.00,69.05,2020,2020
NATRAVOX 642.9MG/5ML,1,6.00,2100.00,42.00,2.00,2025,2025
DULCOLAX,3,12.00,2100.00,460.80,21.94,2022,2023
ROSUBOLIC 10MG TAB,1,3.00,2097.75,1515.75,72.26,2025,2025
SPHYGMOMANOMETER PEDIA TOPCARE,1,1.00,2097.00,1447.00,69.00,2025,2025
ELASTIC BANDAGE 4X5Y - SURGITECH,3,42.00,2096.00,1328.00,63.36,2023,2023
WARDING BOX MEDIUM BEIGE,1,1.00,2090.00,1469.50,70.31,2025,2025
WARDING BOX MEDIUM WHITE,1,1.00,2090.00,1469.50,70.31,2025,2025
LACTUSAPH 3.35G/5ML,2,10.00,2087.50,1077.50,51.62,2024,2024
"BLADE HOLDER SIZE #4, 5 1/4",1,8.00,2080.00,1040.00,50.00,2025,2025
NAHALGESIC 500MG,3,20.00,2068.00,1266.04,61.22,2019,2020
GLOVES S8 LATEX STERILE (GLOMED),1,2.00,2056.00,456.00,22.18,2023,2023
FEROLEM 150MG/5ML (30MG/5ML),1,27.00,2052.00,1539.00,75.00,2024,2024
OMEGA 30ML,2,24.00,2040.00,1262.64,61.89,2019,2020
FUJI X-RAY FILM 8X10,1,1.00,2030.00,-470.00,-23.15,2023,2023
PHILVASC 5MG,4,7.00,2030.00,1799.00,88.62,2019,2020
FLUIFORT-M 50MG/ML DROPS,1,26.00,2028.00,1436.50,70.83,2017,2017
URINE BAG 2000ML - ORMED,1,75.00,2025.00,450.00,22.22,2023,2023
FEONA FZ 48MG/22.5MG/500MCG,1,3.00,2006.55,1481.55,73.84,2024,2024
T.TUBE FR.18,1,5.00,2000.00,975.00,48.75,2024,2024
PAPER FASTERNER PLASTIC,2,40.00,2000.00,720.00,36.00,2023,2023
URINOX 400MG,1,7.00,2000.00,1149.50,57.48,2020,2020
IV EXTENSION TUBE,1,20.00,2000.00,1000.00,50.00,2020,2020
GLOVES MEDIUM VINYL NONSTERILE (GLOMED),1,200.00,2000.00,-28000.00,-1400.00,2023,2023
DISPOSABLE ABSORBENT PGA CUTTING SIZE 1 & 3,1,2.00,2000.00,1400.00,70.00,2023,2023
NITRILE DISPOSABLE GLOVES LARGE PANAMED,1,6.00,1998.00,498.00,24.92,2023,2023
DISPOSABLE SYRINGE WITH NEEDLE 3CC- LUER LOCK TIP (TERUMO),1,2.00,1996.00,596.00,29.86,2025,2025
PAGBILAO # 3000.00,1,1.00,1985.51,0.00,0.00,2024,2024
TOILET TISSUE 12'S (FEMME),2,11.00,1976.00,821.00,41.55,2023,2023
PROLOL 100MG,2,505.00,1975.00,1125.00,56.96,2017,2019
ANSELL EXCEL,2,10.00,1965.00,955.00,48.60,2023,2023
COPHILAX 5MG,1,10.00,1960.00,1470.00,75.00,2024,2024
ARM SLING SMALL,2,25.00,1955.00,455.00,23.27,2023,2023
ARM SLING LARGE,2,25.00,1955.00,755.00,38.62,2023,2023
INK EPSON L3110 CYAN 003,1,3.00,1950.00,1125.00,57.69,2023,2023
DENTAL SHEET 100/PACK,1,5.00,1950.00,1200.00,61.54,2023,2023
ASEPTO IRRIGATING BULB-PARTNERS,1,30.00,1950.00,450.00,23.08,2023,2023
GLOVES (M) SURRMED,3,7.00,1950.00,0.00,0.00,2018,2019
INSULIN SYRINGE 1ML BD 6MM,1,1.00,1950.00,650.00,33.33,2022,2022
INK EPSON L3110 YELLOW 003,1,3.00,1947.00,1122.00,57.63,2023,2023
INK EPSON L3100 MAGENTA 003,1,3.00,1947.00,1122.00,57.63,2023,2023
INK CARTRIDGE #664 YELLOW (EPSON),1,3.00,1944.00,1119.00,57.56,2023,2023
INK CARTRIDGE #664 MAGENTA (EPSON),1,3.00,1944.00,1119.00,57.56,2023,2023
INK CARTRIDGE #664 BLACK (EPSON),1,3.00,1944.00,1164.00,59.88,2023,2023
INK CARTRIDGE #664 CYAN (EPSON),1,3.00,1944.00,1119.00,57.56,2023,2023
MARKER PERMANENT BULLET TYPE BLACK (PILOT),2,51.00,1938.00,331.50,17.11,2023,2023
DISPOSABLE DIAPER ADULT LARGE (SURE-GUARD),1,7.00,1912.40,722.40,37.77,2025,2025
HONELLE HONEY SALVE,3,14.00,1904.00,952.00,50.00,2018,2023
ELASTIC BANDAGE 2X5 (SURE-GUARD),1,100.00,1900.00,100.00,5.26,2023,2023
AEROSOL MASK PEDIA (ORMED),2,20.00,1900.00,800.00,42.11,2023,2023
LANCET G23 (SURGITECH),2,7.00,1895.00,725.00,38.26,2023,2024
GAUZE BANDAGE 2X10 YARDS,1,10.00,1890.00,880.00,46.56,2025,2025
ZENOBLOC Z 50MG,1,13.00,1885.00,0.00,0.00,2019,2019
